,source,target,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
25753,perivascular_fibroblasts,Lymphatic_Endo,Ligand,Receptor,COL18A1,KDR,0.9131578
25754,damaged_CM,vCM_4,Ligand,Receptor,GPI,AMFR,0.91309214
25756,Venous_Endo,vCM_3,Ligand,Receptor,HSPG2,DAG1,0.9130845
25757,intermediate_CM,Myofib,Ligand,Receptor,ADAM9,ITGAV,0.9130844
25759,vSMCs_2,vSMCs_1,Ligand,Receptor,LAMB1,DAG1,0.9130039
25760,prolif,intermediate_CM,Ligand,Receptor,CXCL12,ITGAV,0.91299
25761,perivascular_fibroblasts,intermediate_CM,Ligand,Receptor,HSPG2,FGFR1,0.9129672
25762,vCM_4,CCL18_Macrophages,Ligand,Receptor,CD59,STAB1,0.9129288
25764,vSMCs_1,healthy_CM,Ligand,Receptor,CALM2,PDE1A,0.91286343
25765,Endocardial_Endo,vCM_4,Ligand,Receptor,LAMA4,ITGA7_ITGB1,0.912857
25771,intermediate_CM,LYVE_PLTP_Macrophages,Ligand,Receptor,PROS1,MERTK,0.912712
25774,Adipo,vSMCs_2,Ligand,Receptor,COL4A2,ITGA3_ITGB1,0.9126987
25775,Adipo,Monocytes,Ligand,Receptor,COL4A1,CD47,0.9126986
25780,Fib_0,prolif,Ligand,Receptor,THBS2,ITGA6,0.9126895
25781,Fib_SCARA5,healthy_CM,Ligand,Receptor,LAMB1,ITGA6_ITGB1,0.91264737
25783,Fib_SCARA5,intermediate_CM,Ligand,Receptor,COL4A2,ITGA9_ITGB1,0.91258854
25787,prolif,Adipo,Ligand,Receptor,COL18A1,PTPRS,0.91251826
25788,perivascular_fibroblasts,Pericyte_2,Ligand,Receptor,NRXN3,NLGN1,0.91250014
25789,Pericyte_2,perivascular_fibroblasts,Ligand,Receptor,NLGN1,NRXN3,0.91250014
25791,Myofib,damaged_CM,Ligand,Receptor,NID1,ITGAV,0.91249114
25793,Fib_0,vCM_4,Ligand,Receptor,SPTAN1,PTPRA,0.9124675
25795,Arterial_Endo,CCL18_Macrophages,Ligand,Receptor,VWF,SIRPA,0.9124344
25796,Adipo,vCM_3,Ligand,Receptor,ADAM17,ERBB4,0.91241884
25797,healthy_CM,healthy_CM,Ligand,Receptor,COL4A2,ITGA3_ITGB1,0.912394
25798,Mast,damaged_CM,Ligand,Receptor,TIMP2,ITGB1,0.9123759
25799,intermediate_CM,vCM_4,Ligand,Receptor,LAMA4,ITGA3_ITGB1,0.91235185
25800,damaged_CM,Fib_0,Ligand,Receptor,HSP90B1,LRP1,0.9122902
25801,Venous_Endo,intermediate_CM,Ligand,Receptor,ADAM15,ITGAV,0.9122467
25802,Fib_3,damaged_CM,Ligand,Receptor,NID1,ITGAV,0.91222614
25803,Fib_0,intermediate_CM,Ligand,Receptor,VEGFA,ITGB1,0.9122162
25804,Myofib,Myofib,Ligand,Receptor,COL6A1,CD44,0.9121978
25811,intermediate_CM,NK_T,Ligand,Receptor,COL4A1,CD44,0.9120977
25812,Arterial_Endo,CCL18_Macrophages,Ligand,Receptor,HSPG2,FGFR1,0.91208607
25814,Adipo,Endocardial_Endo,Ligand,Receptor,NAMPT,ITGA5_ITGB1,0.9120637
25815,Fib_0,damaged_CM,Ligand,Receptor,EDIL3,ITGAV,0.9120568
25817,intermediate_CM,perivascular_fibroblasts,Ligand,Receptor,NID1,ITGB1,0.9120463
25820,Fib_0,vCM_3,Ligand,Receptor,COL6A1,ITGA9_ITGB1,0.912011
25821,Arterial_Endo,intermediate_CM,Ligand,Receptor,VWF,SIRPA,0.91198874
25823,prolif,Mast,Ligand,Receptor,VCAN,CD44,0.9119579
25824,vCM_4,prolif,Ligand,Receptor,ADAM9,ITGAV,0.9119209
25825,Myofib,perivascular_fibroblasts,Ligand,Receptor,LAMC1,ITGA1,0.9119156
25826,CCL18_Macrophages,intermediate_CM,Ligand,Receptor,F13A1,ITGA9,0.9118818
25827,Venous_Endo,Arterial_Endo,Ligand,Receptor,HSPG2,FGFR1,0.9118546
25828,vSMCs_1,intermediate_CM,Ligand,Receptor,FBN1,ITGB1,0.91184396
25834,Fib_SCARA5,Capillary_Endo,Ligand,Receptor,MMP2,PECAM1,0.91178626
25835,vCM_3,Pericyte_1,Ligand,Receptor,FGF7,NRP1,0.91178226
25838,LYVE_PLTP_Macrophages,Venous_Endo,Ligand,Receptor,THBS1,LRP5,0.9117174
25840,Myofib,perivascular_fibroblasts,Ligand,Receptor,MAML2,NOTCH3,0.9117027
25841,healthy_CM,prolif,Ligand,Receptor,HSPG2,FGFR1,0.91169226
25843,Endocardial_Endo,SPP1_Macrophages,Ligand,Receptor,HSPG2,ITGB1,0.9116158
25844,vSMCs_1,perivascular_fibroblasts,Ligand,Receptor,PDGFA,PDGFRB,0.91159976
25849,CD4,intermediate_CM,Ligand,Receptor,ADAM9,ITGAV,0.91155815
25852,SPP1_Macrophages,perivascular_fibroblasts,Ligand,Receptor,ALCAM,NRP1,0.91149473
25853,Arterial_Endo,Myofib,Ligand,Receptor,VWF,ITGA9,0.911488
25854,perivascular_fibroblasts,NK_T,Ligand,Receptor,B2M,CD247,0.9114585
25855,vSMCs_1,perivascular_fibroblasts,Ligand,Receptor,LTBP1,ITGB5,0.91144705
25856,perivascular_fibroblasts,Venous_Endo,Ligand,Receptor,COL18A1,ITGA10_ITGB1,0.91144586
25861,LYVE_FOLR_Macrophages,SPP1_Macrophages,Ligand,Receptor,HMGB1,CD163,0.9113526
25862,Arterial_Endo,Monocytes,Ligand,Receptor,VWF,ITGA4,0.91135216
25867,Adipo,prolif,Ligand,Receptor,NAMPT,ITGA5_ITGB1,0.91123855
25870,healthy_CM,intermediate_CM,Ligand,Receptor,AZGP1,ITGAV,0.9112091
25872,Fib_SCARA5,vCM_4,Ligand,Receptor,ADAM9,ITGAV,0.91119576
25878,Fib_0,vCM_4,Ligand,Receptor,SLIT2,APP,0.911109
25881,CD8,SPP1_Macrophages,Ligand,Receptor,HMGB1,CD163,0.91108847
25882,vCM_3,healthy_CM,Ligand,Receptor,CALM1,PDE1A,0.9110835
25883,intermediate_CM,healthy_CM,Ligand,Receptor,THBS1,LRP5,0.9110537
25884,CCL18_Macrophages,prolif,Ligand,Receptor,PSAP,LRP1,0.91103375
25885,Endocardial_Endo,LYVE_FOLR_Macrophages,Ligand,Receptor,B2M,TFRC,0.91102195
25886,Fib_0,NK_T,Ligand,Receptor,LAMA4,CD44,0.9110194
25887,healthy_CM,damaged_CM,Ligand,Receptor,LAMA5,ITGA7_ITGB1,0.91101706
25888,Monocytes,damaged_CM,Ligand,Receptor,ADAM9,ITGAV,0.910964
25889,vSMCs_2,damaged_CM,Ligand,Receptor,MFGE8,ITGAV,0.91096395
25890,Mast,vSMCs_2,Ligand,Receptor,PSEN1,NOTCH3,0.9109627
25891,NK_T,vSMCs_2,Ligand,Receptor,THBS2,NOTCH3,0.9109627
25892,vCM_4,Endocardial_Endo,Ligand,Receptor,ADAM23,ITGA5,0.9109522
25894,LYVE_PLTP_Macrophages,LYVE_FOLR_Macrophages,Ligand,Receptor,THBS1,SCARB1,0.91093665
25896,Fib_SCARA5,vCM_4,Ligand,Receptor,ADAM12,ITGB1,0.9109055
25897,vCM_3,Venous_Endo,Ligand,Receptor,NCAM1,FGFR1,0.9108832
25898,vCM_3,Venous_Endo,Ligand,Receptor,NCAM1,ROBO1,0.9108832
25899,perivascular_fibroblasts,healthy_CM,Ligand,Receptor,CALM1,PDE1A,0.9108488
25900,Venous_Endo,Monocytes,Ligand,Receptor,COL4A2,CD44,0.9108115
25901,Myofib,vSMCs_2,Ligand,Receptor,PSEN1,NOTCH3,0.91079247
25903,LYVE_PLTP_Macrophages,damaged_CM,Ligand,Receptor,THBS1,LRP1,0.9107641
25906,perivascular_fibroblasts,Endocardial_Endo,Ligand,Receptor,COL18A1,ITGA10_ITGB1,0.9107144
25909,Adipo,Myofib,Ligand,Receptor,COL4A2,ITGA1_ITGB1,0.9107089
25911,Fib_0,LYVE_PLTP_Macrophages,Ligand,Receptor,THBS2,CD47,0.91069585
25915,Mast,intermediate_CM,Ligand,Receptor,EDIL3,ITGAV,0.9106567
25916,Mast,intermediate_CM,Ligand,Receptor,NID1,ITGAV,0.9106567
25918,Fib_3,damaged_CM,Ligand,Receptor,ADAM17,ITGB1,0.91065085
25919,vCM_4,Fib_0,Ligand,Receptor,A2M,LRP1,0.910617
25929,Adipo,intermediate_CM,Ligand,Receptor,LAMA4,DAG1,0.9104916
25931,intermediate_CM,Pericyte_1,Ligand,Receptor,ST6GAL1,EGFR,0.9104276
25932,intermediate_CM,intermediate_CM,Ligand,Receptor,CXCL12,ITGAV,0.91042686
25934,Fib_0,Lymphatic_Endo,Ligand,Receptor,THBS2,CD47,0.9103962
25935,Fib_0,vCM_4,Ligand,Receptor,NAMPT,ITGA5_ITGB1,0.91037416
25936,Pericyte_2,CCL18_Macrophages,Ligand,Receptor,APP,LRP1,0.91035306
25938,SPP1_Macrophages,intermediate_CM,Ligand,Receptor,TIMP2,ITGB1,0.91029954
25939,vCM_3,Endocardial_Endo,Ligand,Receptor,NCAM1,ROBO1,0.91026175
25940,perivascular_fibroblasts,healthy_CM,Ligand,Receptor,LAMA4,ITGA7_ITGB1,0.9101951
25941,perivascular_fibroblasts,healthy_CM,Ligand,Receptor,LAMA4,ITGA9_ITGB1,0.9101951
25942,Fib_SCARA5,vSMCs_2,Ligand,Receptor,COL1A1,CD93,0.9101817
25946,Venous_Endo,vCM_4,Ligand,Receptor,LAMA4,ITGA7_ITGB1,0.91017187
25949,prolif,vSMCs_2,Ligand,Receptor,COL1A1,CD93,0.9101461
25952,Venous_Endo,damaged_CM,Ligand,Receptor,NID1,ITGB1,0.91014457
25954,Myofib,vCM_3,Ligand,Receptor,DCN,ERBB4,0.9101343
25955,vCM_4,prolif,Ligand,Receptor,ADAM23,ITGA5,0.910127
25958,prolif,healthy_CM,Ligand,Receptor,BMP1,BMPR2,0.91004294
25961,intermediate_CM,SPP1_Macrophages,Ligand,Receptor,CD59,STAB1,0.9100163
25962,Myofib,Fib_0,Ligand,Receptor,COL6A1,ITGA11_ITGB1,0.90998137
25964,Endocardial_Endo,intermediate_CM,Ligand,Receptor,CCN1,ITGAV,0.90996474
25965,perivascular_fibroblasts,damaged_CM,Ligand,Receptor,COL18A1,PTPRS,0.90995276
25966,Adipo,vCM_4,Ligand,Receptor,VEGFA,ITGB1,0.90984094
25967,vSMCs_2,vCM_4,Ligand,Receptor,NID1,ITGB1,0.90984094
25968,CCL18_Macrophages,healthy_CM,Ligand,Receptor,CALM2,PDE1A,0.9098387
25970,SPP1_Macrophages,healthy_CM,Ligand,Receptor,CALM1,PDE1A,0.9098277
25971,Fib_0,LYVE_FOLR_Macrophages,Ligand,Receptor,THBS2,CD47,0.9098059
25972,Pericyte_1,vCM_4,Ligand,Receptor,NGF,KIDINS220,0.90976787
25975,Fib_0,perivascular_fibroblasts,Ligand,Receptor,LAMA4,ITGA7_ITGB1,0.9096308
25976,Lymphatic_Endo,damaged_CM,Ligand,Receptor,COL4A1,ITGA3_ITGB1,0.90961564
25977,intermediate_CM,CD8,Ligand,Receptor,TGM2,ITGA4,0.9095981
25978,Venous_Endo,vCM_4,Ligand,Receptor,CCN1,ITGAV,0.90956736
25980,Arterial_Endo,vSMCs_1,Ligand,Receptor,VWF,LRP1,0.9095206
25982,intermediate_CM,NK_T,Ligand,Receptor,THBS1,ITGA4,0.90950817
25983,Pericyte_2,healthy_CM,Ligand,Receptor,TFPI,SDC4,0.9094962
25984,LYVE_FOLR_Macrophages,damaged_CM,Ligand,Receptor,PLTP,ABCA1,0.90948
25985,vCM_4,Mast,Ligand,Receptor,ADAM23,ITGA4,0.9094789
25990,healthy_CM,Myofib,Ligand,Receptor,LPL,LRP1,0.90937877
25992,SPP1_Macrophages,LYVE_PLTP_Macrophages,Ligand,Receptor,SDC2,PTPRJ,0.9093698
25993,healthy_CM,LYVE_PLTP_Macrophages,Ligand,Receptor,LPL,LRP1,0.9093516
25995,Fib_SCARA5,LYVE_FOLR_Macrophages,Ligand,Receptor,C3,NRP1,0.9093405
25996,healthy_CM,intermediate_CM,Ligand,Receptor,CXCL12,ITGAV,0.9093318
25998,prolif,healthy_CM,Ligand,Receptor,CALM1,PDE1A,0.9093261
26000,CCL18_Macrophages,LYVE_PLTP_Macrophages,Ligand,Receptor,MRC1,PTPRC,0.90929794
26001,LYVE_FOLR_Macrophages,vCM_4,Ligand,Receptor,THBS1,PTPRJ,0.9092872
26002,perivascular_fibroblasts,Endocardial_Endo,Ligand,Receptor,COL18A1,ITGA5,0.9092858
26004,Arterial_Endo,intermediate_CM,Ligand,Receptor,ADAM15,ITGAV,0.9091937
26009,healthy_CM,Lymphatic_Endo,Ligand,Receptor,HSPG2,FGFR1,0.9091561
26012,healthy_CM,damaged_CM,Ligand,Receptor,FBN1,ITGB1,0.9091396
26014,healthy_CM,Monocytes,Ligand,Receptor,HSPG2,ITGB1,0.90909356
26016,vCM_4,vSMCs_2,Ligand,Receptor,EGF,NRP1,0.9090477
26020,Fib_0,Venous_Endo,Ligand,Receptor,MAML2,NOTCH1,0.9089411
26023,LYVE_FOLR_Macrophages,Fib_SCARA5,Ligand,Receptor,PLTP,ABCA1,0.9089111
26024,CCL18_Macrophages,intermediate_CM,Ligand,Receptor,CCN1,ITGAV,0.9088969
26025,Fib_0,Fib_0,Ligand,Receptor,THBS2,CD47,0.9088918
26026,intermediate_CM,perivascular_fibroblasts,Ligand,Receptor,VEGFA,ITGA9,0.9088533
26027,Monocytes,vCM_4,Ligand,Receptor,NID1,ITGAV,0.9088489
26028,intermediate_CM,Arterial_Endo,Ligand,Receptor,MAML2,NOTCH4,0.9088293
26030,vCM_4,CD8,Ligand,Receptor,SPTAN1,PTPRA,0.90877914
26034,Fib_0,healthy_CM,Ligand,Receptor,LAMC1,ITGA9_ITGB1,0.9087113
26035,Fib_0,healthy_CM,Ligand,Receptor,LAMC1,ITGA7_ITGB1,0.9087113
26036,Capillary_Endo,damaged_CM,Ligand,Receptor,FBN1,ITGB1,0.90869975
26038,vCM_3,Adipo,Ligand,Receptor,NCAM1,NCAM2,0.90867436
26039,Arterial_Endo,Endocardial_Endo,Ligand,Receptor,HSPG2,LRP1,0.90866625
26040,perivascular_fibroblasts,CD8,Ligand,Receptor,COL6A1,CD44,0.9086469
26042,Lymphatic_Endo,damaged_CM,Ligand,Receptor,NID1,ITGAV,0.9086037
26043,perivascular_fibroblasts,CCL18_Macrophages,Ligand,Receptor,MAML2,NOTCH2,0.90858585
26044,Venous_Endo,Monocytes,Ligand,Receptor,COL4A1,CD44,0.9085449
26045,perivascular_fibroblasts,intermediate_CM,Ligand,Receptor,THBS1,LRP1,0.9085417
26048,vCM_4,vSMCs_1,Ligand,Receptor,MAML2,NOTCH3,0.9084983
26050,perivascular_fibroblasts,prolif,Ligand,Receptor,COL18A1,ITGA5,0.90846056
26051,Fib_0,vCM_3,Ligand,Receptor,THBS2,ITGA3_ITGB1,0.9084503
26052,damaged_CM,vSMCs_2,Ligand,Receptor,GAS6,AXL,0.90842557
26054,damaged_CM,CCL18_Macrophages,Ligand,Receptor,VEGFA,CD44,0.9083928
26055,Venous_Endo,Fib_3,Ligand,Receptor,HSPG2,ITGB1,0.9083744
26056,Fib_3,intermediate_CM,Ligand,Receptor,ADAM9,ITGAV,0.90837383
26057,Fib_0,Mast,Ligand,Receptor,THBS2,ITGA6,0.9083403
26058,vSMCs_2,perivascular_fibroblasts,Ligand,Receptor,LAMB1,DAG1,0.9083336
26059,Adipo,perivascular_fibroblasts,Ligand,Receptor,NAMPT,ITGA5_ITGB1,0.90833354
26060,vSMCs_1,vCM_4,Ligand,Receptor,MFGE8,ITGAV,0.9083146
26062,intermediate_CM,CCL18_Macrophages,Ligand,Receptor,LPL,CD44,0.9082873
26063,CD4,healthy_CM,Ligand,Receptor,CALM1,PDE1A,0.9082847
26065,Capillary_Endo,Arterial_Endo,Ligand,Receptor,MAML2,NOTCH4,0.9082227
26066,Monocytes,Myofib,Ligand,Receptor,THBS1,LRP1,0.9082187
26067,vCM_3,vCM_4,Ligand,Receptor,LAMA4,ITGA9_ITGB1,0.90821564
26068,Monocytes,LYVE_PLTP_Macrophages,Ligand,Receptor,THBS1,LRP1,0.90819144
26070,Arterial_Endo,vCM_3,Ligand,Receptor,VWF,SIRPA,0.90816635
26072,vCM_4,CD4,Ligand,Receptor,ADAM23,ITGA4,0.90807664
26074,Myofib,LYVE_FOLR_Macrophages,Ligand,Receptor,FGF7,NRP1,0.9080578
26075,damaged_CM,vCM_4,Ligand,Receptor,SEMA3C,NRP1_PLXNA4,0.90804255
26076,Fib_0,vCM_4,Ligand,Receptor,THBS2,NOTCH4,0.90802777
26082,Fib_0,healthy_CM,Ligand,Receptor,POSTN,ITGAV_ITGB5,0.9079561
26084,Adipo,vCM_4,Ligand,Receptor,ADAM12,ITGA9,0.9079363
26086,Fib_0,healthy_CM,Ligand,Receptor,FSTL1,DIP2A,0.907915
26087,Capillary_Endo,intermediate_CM,Ligand,Receptor,LAMB1,ITGA9_ITGB1,0.9078868
26088,vCM_4,CCL18_Macrophages,Ligand,Receptor,VEGFA,CD44,0.9078785
26091,Pericyte_1,CD8,Ligand,Receptor,LAMA4,CD44,0.90782976
26092,vSMCs_2,vSMCs_1,Ligand,Receptor,PDGFA,PDGFRB,0.90781474
26098,intermediate_CM,Myofib,Ligand,Receptor,NID1,ITGAV,0.9077375
26100,Adipo,healthy_CM,Ligand,Receptor,CALM2,PDE1A,0.9076742
26102,vSMCs_1,damaged_CM,Ligand,Receptor,LAMA4,ITGA7_ITGB1,0.9076541
26104,damaged_CM,Monocytes,Ligand,Receptor,CD59,STAB1,0.90760815
26109,LYVE_FOLR_Macrophages,vCM_4,Ligand,Receptor,TIMP2,ITGB1,0.9075361
26110,vCM_4,Fib_0,Ligand,Receptor,SPTAN1,PTPRA,0.9075291
26115,Fib_SCARA5,vCM_4,Ligand,Receptor,ADAM17,ITGB1,0.9074211
26116,Lymphatic_Endo,intermediate_CM,Ligand,Receptor,VEGFA,ITGAV,0.90740836
26117,prolif,vCM_4,Ligand,Receptor,COL6A2,ITGA9_ITGB1,0.9074039
26119,Myofib,Arterial_Endo,Ligand,Receptor,COL6A1,ITGA9_ITGB1,0.90731996
26120,Myofib,Arterial_Endo,Ligand,Receptor,COL6A1,ITGA1_ITGB1,0.90731996
26122,Arterial_Endo,intermediate_CM,Ligand,Receptor,VEGFA,ITGAV,0.90730214
26123,LYVE_FOLR_Macrophages,Pericyte_1,Ligand,Receptor,ALCAM,NRP1,0.9072903
26124,prolif,vSMCs_1,Ligand,Receptor,THBS2,NOTCH3,0.9072896
26125,Fib_0,healthy_CM,Ligand,Receptor,THBS1,CD47,0.90727276
26128,vCM_4,perivascular_fibroblasts,Ligand,Receptor,ADAM23,ITGA5,0.907222
26129,Fib_SCARA5,Arterial_Endo,Ligand,Receptor,COL1A1,FLT4,0.90721923
26131,Pericyte_1,vSMCs_2,Ligand,Receptor,PSEN1,NOTCH3,0.9072026
26132,prolif,Arterial_Endo,Ligand,Receptor,COL1A1,FLT4,0.90718365
26134,Monocytes,CD8,Ligand,Receptor,THBS1,PTPRJ,0.9071511
26135,healthy_CM,Capillary_Endo,Ligand,Receptor,HSPG2,ITGB1,0.907109
26137,intermediate_CM,Pericyte_2,Ligand,Receptor,SEMA5A,PLXNA1,0.9070849
26138,intermediate_CM,intermediate_CM,Ligand,Receptor,AZGP1,ITGAV,0.9070846
26139,Endocardial_Endo,perivascular_fibroblasts,Ligand,Receptor,HSPG2,PTPRS,0.9070629
26144,Adipo,intermediate_CM,Ligand,Receptor,COL4A2,ITGA1_ITGB1,0.90694785
26146,Arterial_Endo,vSMCs_1,Ligand,Receptor,HSPG2,DAG1,0.906908
26147,damaged_CM,damaged_CM,Ligand,Receptor,VEGFA,ITGA9,0.9068843
26149,perivascular_fibroblasts,vSMCs_1,Ligand,Receptor,COL18A1,PTPRS,0.9068681
26150,Adipo,Endocardial_Endo,Ligand,Receptor,COL4A2,CD93,0.90682566
26152,NK_T,intermediate_CM,Ligand,Receptor,CCN1,ITGAV,0.90675044
26153,NK_T,intermediate_CM,Ligand,Receptor,EDIL3,ITGAV,0.90675044
26154,LYVE_PLTP_Macrophages,perivascular_fibroblasts,Ligand,Receptor,PDGFC,PDGFRB,0.90674853
26155,intermediate_CM,damaged_CM,Ligand,Receptor,FBN1,ITGB1,0.906736
26157,Fib_SCARA5,LYVE_FOLR_Macrophages,Ligand,Receptor,FGF7,NRP1,0.9067273
26159,Venous_Endo,Endocardial_Endo,Ligand,Receptor,HSPG2,FGFR1,0.9066861
26160,NK_T,healthy_CM,Ligand,Receptor,CALM2,PDE1A,0.90668213
26161,Pericyte_2,healthy_CM,Ligand,Receptor,CALM1,PDE1A,0.90668213
26163,Venous_Endo,vSMCs_1,Ligand,Receptor,COL4A2,ITGA1_ITGB1,0.90661424
26166,healthy_CM,intermediate_CM,Ligand,Receptor,COL4A5,ITGA9_ITGB1,0.9065312
26169,Myofib,vSMCs_2,Ligand,Receptor,COL6A1,ITGA1_ITGB1,0.90641916
26171,Fib_3,Monocytes,Ligand,Receptor,HMGB1,CD163,0.9063841
26173,vCM_4,damaged_CM,Ligand,Receptor,VEGFA,ITGA9,0.90637004
26175,vCM_3,damaged_CM,Ligand,Receptor,SEMA4B,DCBLD2,0.9063505
26176,vSMCs_1,intermediate_CM,Ligand,Receptor,LAMC1,ITGA7_ITGB1,0.9063494
26178,healthy_CM,Pericyte_1,Ligand,Receptor,LAMA4,ITGA7_ITGB1,0.90633464
26179,vSMCs_1,healthy_CM,Ligand,Receptor,SLIT3,ROBO1,0.9063219
26181,Fib_SCARA5,vSMCs_2,Ligand,Receptor,LAMB1,ITGA9_ITGB1,0.90631014
26184,Pericyte_2,NK_T,Ligand,Receptor,TFPI,LRP1,0.90625
26188,vCM_3,Pericyte_1,Ligand,Receptor,MAML2,NOTCH3,0.9062278
26189,Fib_0,Myofib,Ligand,Receptor,C3,LRP1,0.90621996
26190,Fib_0,LYVE_PLTP_Macrophages,Ligand,Receptor,C3,LRP1,0.9061928
26198,Pericyte_1,vCM_4,Ligand,Receptor,ADAM17,ITGB1,0.9060424
26202,Lymphatic_Endo,vCM_4,Ligand,Receptor,TFPI,LRP1,0.9058777
26203,Endocardial_Endo,vSMCs_2,Ligand,Receptor,PSEN1,NOTCH3,0.9058735
26206,NK,SPP1_Macrophages,Ligand,Receptor,HMGB1,CD163,0.9058366
26208,Monocytes,intermediate_CM,Ligand,Receptor,CXCL12,ITGAV,0.9057584
26209,Myofib,Venous_Endo,Ligand,Receptor,SERPINF1,PLXDC2,0.9057516
26211,Pericyte_2,NK,Ligand,Receptor,TFPI,LRP1,0.90572035
26215,intermediate_CM,Arterial_Endo,Ligand,Receptor,VEGFA,ITGAV,0.9056094
26216,Fib_0,damaged_CM,Ligand,Receptor,ADAM9,ITGB1,0.90559685
26217,Fib_0,vSMCs_2,Ligand,Receptor,MAML2,NOTCH2,0.905581
26218,healthy_CM,prolif,Ligand,Receptor,HSPG2,PTPRS,0.9055586
26219,perivascular_fibroblasts,perivascular_fibroblasts,Ligand,Receptor,COL18A1,ITGA5,0.90555555
26220,vSMCs_2,Pericyte_1,Ligand,Receptor,LAMA4,ITGA7_ITGB1,0.90554726
26221,vCM_4,Myofib,Ligand,Receptor,APP,LRP1,0.9054805
26223,vCM_4,LYVE_PLTP_Macrophages,Ligand,Receptor,APP,LRP1,0.9054533
26224,Fib_0,Fib_0,Ligand,Receptor,MAML2,NOTCH3,0.9054397
26225,Fib_0,healthy_CM,Ligand,Receptor,THBS1,SDC4,0.9053954
26226,healthy_CM,NK_T,Ligand,Receptor,HSPG2,ITGB1,0.9053732
26227,perivascular_fibroblasts,intermediate_CM,Ligand,Receptor,CALR,ITGAV,0.90536153
26229,Fib_0,CD4,Ligand,Receptor,THBS2,CD47,0.9053355
26230,SPP1_Macrophages,perivascular_fibroblasts,Ligand,Receptor,PSAP,LRP1,0.9053265
26231,CD4,Venous_Endo,Ligand,Receptor,FGF7,NRP1,0.9053168
26232,Lymphatic_Endo,Monocytes,Ligand,Receptor,LAMA4,CD44,0.90525293
26233,Fib_SCARA5,vCM_3,Ligand,Receptor,LAMB1,DAG1,0.9052482
26236,Capillary_Endo,vCM_4,Ligand,Receptor,NID1,ITGAV,0.9052168
26238,healthy_CM,Lymphatic_Endo,Ligand,Receptor,HSPG2,LRP1,0.90520877
26239,NK,Mast,Ligand,Receptor,B2M,TFRC,0.90519065
26241,perivascular_fibroblasts,Fib_0,Ligand,Receptor,COL18A1,ITGA1_ITGB1,0.90512305
26245,Pericyte_1,damaged_CM,Ligand,Receptor,NID1,ITGA3,0.9050907
26246,prolif,intermediate_CM,Ligand,Receptor,ADAM12,ITGB1,0.90505797
26247,CCL18_Macrophages,intermediate_CM,Ligand,Receptor,FBN1,ITGB1,0.90503407
26249,Endocardial_Endo,vCM_3,Ligand,Receptor,HSPG2,FGFR1,0.90498924
26250,LYVE_PLTP_Macrophages,intermediate_CM,Ligand,Receptor,EDIL3,ITGAV,0.90498793
26251,vSMCs_1,Lymphatic_Endo,Ligand,Receptor,SLIT3,ROBO1,0.90494525
26252,healthy_CM,perivascular_fibroblasts,Ligand,Receptor,VEGFA,ITGAV,0.90493596
26253,vSMCs_1,damaged_CM,Ligand,Receptor,ADAM17,ITGB1,0.90490687
26254,Lymphatic_Endo,Pericyte_1,Ligand,Receptor,FGF7,NRP1,0.90483266
26256,healthy_CM,prolif,Ligand,Receptor,COL4A2,CD44,0.90481204
26257,Venous_Endo,LYVE_FOLR_Macrophages,Ligand,Receptor,HSPG2,FGFR1,0.9047727
26258,Monocytes,intermediate_CM,Ligand,Receptor,EDIL3,ITGAV,0.9047663
26265,Venous_Endo,NK_T,Ligand,Receptor,HSPG2,FGFR1,0.9047218
26266,Arterial_Endo,CD8,Ligand,Receptor,HSPG2,LRP1,0.9047024
26267,Fib_0,perivascular_fibroblasts,Ligand,Receptor,THBS2,CD47,0.90469444
26268,vCM_3,LYVE_PLTP_Macrophages,Ligand,Receptor,GAS6,MERTK,0.90467167
26269,damaged_CM,Pericyte_1,Ligand,Receptor,FGF1,NRP1,0.904664
26270,CCL18_Macrophages,vCM_4,Ligand,Receptor,ADAM9,ITGB1,0.90464604
26273,vCM_4,intermediate_CM,Ligand,Receptor,ADAM9,ITGA3,0.904581
26275,Mast,damaged_CM,Ligand,Receptor,ADAM9,ITGB1,0.9045634
26276,Venous_Endo,Fib_0,Ligand,Receptor,COL4A2,ITGB5,0.90455425
26277,LYVE_FOLR_Macrophages,vCM_4,Ligand,Receptor,VEGFA,ITGAV,0.9045455
26278,Fib_0,damaged_CM,Ligand,Receptor,CXCL12,ITGAV,0.90440255
26279,Capillary_Endo,healthy_CM,Ligand,Receptor,HSPG2,DAG1,0.90438884
26282,Pericyte_1,healthy_CM,Ligand,Receptor,CALM2,PDE1A,0.9043426
26285,Fib_SCARA5,CD8,Ligand,Receptor,COL6A1,CD44,0.904243
26286,Fib_0,Fib_SCARA5,Ligand,Receptor,THBS2,NOTCH3,0.9042299
26287,intermediate_CM,Fib_0,Ligand,Receptor,APP,LRP1,0.90422606
26288,Lymphatic_Endo,vSMCs_2,Ligand,Receptor,JAG1,NOTCH3,0.90421927
26290,Venous_Endo,NK,Ligand,Receptor,HSPG2,LRP1,0.90419215
26294,CCL18_Macrophages,Pericyte_1,Ligand,Receptor,FGF7,NRP1,0.9041282
26297,perivascular_fibroblasts,LYVE_PLTP_Macrophages,Ligand,Receptor,COL18A1,ITGB5,0.90406704
26299,damaged_CM,perivascular_fibroblasts,Ligand,Receptor,COL4A1,CD44,0.9040493
