,source,target,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
63589,Pericyte_2,damaged_CM,Ligand,Receptor,LGI4,ADAM23,0.54967904
63590,Fib_0,Myofib,Ligand,Receptor,A2M,LRP1,0.5496781
63591,LYVE_PLTP_Macrophages,NK_T,Ligand,Receptor,NECTIN2,CD96,0.5496542
63595,Fib_0,LYVE_PLTP_Macrophages,Ligand,Receptor,A2M,LRP1,0.5496509
63596,healthy_CM,vCM_4,Ligand,Receptor,MFGE8,ITGB5,0.5496501
63597,healthy_CM,vCM_4,Ligand,Receptor,COL18A1,ITGB5,0.54964995
63599,Myofib,Fib_SCARA5,Ligand,Receptor,SLIT2,ROBO1,0.5496358
63602,damaged_CM,Mast,Ligand,Receptor,SEMA3C,NRP1_NRP2_PLXND1,0.5496053
63603,Mast,healthy_CM,Ligand,Receptor,VEGFA,ITGB1,0.54960454
63611,Lymphatic_Endo,Fib_0,Ligand,Receptor,SPTAN1,PTPRA,0.54954684
63613,Lymphatic_Endo,Fib_0,Ligand,Receptor,ST6GAL1,EGFR,0.54952437
63614,Monocytes,CD8,Ligand,Receptor,VEGFA,CD44,0.5495196
63615,Myofib,intermediate_CM,Ligand,Receptor,VEGFC,ITGA9,0.54951435
63617,damaged_CM,Pericyte_1,Ligand,Receptor,GAS6,AXL,0.5495001
63623,intermediate_CM,LYVE_FOLR_Macrophages,Ligand,Receptor,ADAM17,IL6R,0.5494471
63624,healthy_CM,vSMCs_1,Ligand,Receptor,NTN1,UNC5C,0.5494308
63628,healthy_CM,vSMCs_2,Ligand,Receptor,GNAS,ADCY9,0.5493978
63630,Myofib,Lymphatic_Endo,Ligand,Receptor,COL18A1,ITGA1_ITGB1,0.5493866
63631,healthy_CM,Capillary_Endo,Ligand,Receptor,SPTAN1,PTPRA,0.54938364
63632,damaged_CM,intermediate_CM,Ligand,Receptor,COL4A4,ITGA9_ITGB1,0.5493829
63633,Fib_0,perivascular_fibroblasts,Ligand,Receptor,ADAM17,IL6R,0.54938114
63635,perivascular_fibroblasts,damaged_CM,Ligand,Receptor,TNC,SDC4,0.54933697
63636,perivascular_fibroblasts,CD8,Ligand,Receptor,TGM2,ITGA4,0.549335
63639,intermediate_CM,Venous_Endo,Ligand,Receptor,FSTL1,DIP2A,0.54933065
63640,CCL18_Macrophages,intermediate_CM,Ligand,Receptor,FSTL1,DIP2A,0.5493305
63642,vCM_4,Capillary_Endo,Ligand,Receptor,SEMA3C,NRP1_PLXNA2,0.5493234
63646,vCM_3,vCM_3,Ligand,Receptor,VEGFA,ITGA9,0.54929584
63650,Capillary_Endo,perivascular_fibroblasts,Ligand,Receptor,PSEN1,NOTCH3,0.5492755
63651,damaged_CM,damaged_CM,Ligand,Receptor,CD99,CD99L2,0.5492574
63661,vCM_4,CD8,Ligand,Receptor,FGF1,CD44,0.54920197
63664,vCM_4,Pericyte_1,Ligand,Receptor,COL4A5,ITGA1_ITGB1,0.5491976
63668,LYVE_FOLR_Macrophages,NK,Ligand,Receptor,THBS1,ITGA4,0.5491744
63671,Fib_SCARA5,vCM_4,Ligand,Receptor,COL4A4,ITGA3_ITGB1,0.5491636
63674,healthy_CM,vSMCs_2,Ligand,Receptor,ADAM10,NOTCH2,0.54913074
63675,healthy_CM,Adipo,Ligand,Receptor,ADAM10,TSPAN14,0.54913074
63676,healthy_CM,Adipo,Ligand,Receptor,ADAM10,EPHA3,0.54913074
63677,healthy_CM,Adipo,Ligand,Receptor,ADAM10,NRCAM,0.54913074
63680,Pericyte_2,intermediate_CM,Ligand,Receptor,LAMA5,ITGA9_ITGB1,0.54912984
63685,Pericyte_2,intermediate_CM,Ligand,Receptor,COL4A3,ITGA9_ITGB1,0.54912984
63686,NK_T,intermediate_CM,Ligand,Receptor,SPP1,ITGA9_ITGB1,0.54912984
63688,Pericyte_2,intermediate_CM,Ligand,Receptor,VEGFD,ITGA9,0.54912984
63692,Venous_Endo,perivascular_fibroblasts,Ligand,Receptor,LAMC1,ITGA7_ITGB1,0.5490984
63693,vCM_4,healthy_CM,Ligand,Receptor,COL4A4,ITGA9_ITGB1,0.54908365
63698,Arterial_Endo,intermediate_CM,Ligand,Receptor,F13A1,ITGA9,0.549051
63703,Lymphatic_Endo,Capillary_Endo,Ligand,Receptor,PSEN1,NOTCH4,0.54904115
63706,Mast,intermediate_CM,Ligand,Receptor,RTN4,TNFRSF19,0.54902613
63707,Fib_0,prolif,Ligand,Receptor,CCN2,ITGA5,0.5490151
63708,CD8,vCM_4,Ligand,Receptor,TGFB1,SMAD3,0.54901385
63710,Lymphatic_Endo,Capillary_Endo,Ligand,Receptor,LAMC1,ITGA1,0.54898316
63711,Fib_SCARA5,Adipo,Ligand,Receptor,NID1,PTPRF,0.5489738
63716,LYVE_FOLR_Macrophages,LYVE_FOLR_Macrophages,Ligand,Receptor,A2M,LRP1,0.5489391
63726,LYVE_FOLR_Macrophages,damaged_CM,Ligand,Receptor,SPTAN1,PTPRA,0.5488655
63730,CCL18_Macrophages,Fib_0,Ligand,Receptor,ADAM9,ITGB1,0.5488428
63731,LYVE_PLTP_Macrophages,prolif,Ligand,Receptor,MAML2,NOTCH1,0.5488274
63733,prolif,intermediate_CM,Ligand,Receptor,COL4A4,ITGA9_ITGB1,0.5488126
63737,Venous_Endo,Lymphatic_Endo,Ligand,Receptor,F13A1,ITGA9,0.5488015
63739,NK,healthy_CM,Ligand,Receptor,FSTL1,DIP2A,0.54879135
63741,LYVE_FOLR_Macrophages,Mast,Ligand,Receptor,TIMP2,CD44,0.54878646
63743,vSMCs_2,damaged_CM,Ligand,Receptor,ADAM9,ITGA3,0.5487756
63744,vSMCs_2,damaged_CM,Ligand,Receptor,LAMC1,ITGA3_ITGB1,0.5487756
63750,Adipo,LYVE_PLTP_Macrophages,Ligand,Receptor,LAMC1,CD44,0.5487293
63752,Fib_0,healthy_CM,Ligand,Receptor,TGFB1,ITGB1,0.5487131
63753,Fib_3,Capillary_Endo,Ligand,Receptor,TNC,PTPRB,0.5487117
63754,intermediate_CM,NK_T,Ligand,Receptor,SEMA4B,DCBLD2,0.54871166
63757,NK_T,healthy_CM,Ligand,Receptor,ADAM10,CADM1,0.5486953
63764,Fib_0,Venous_Endo,Ligand,Receptor,CCN1,CAV1,0.5486779
63767,Adipo,LYVE_FOLR_Macrophages,Ligand,Receptor,LPL,CD44,0.54866755
63771,intermediate_CM,vSMCs_1,Ligand,Receptor,LRPAP1,SORT1,0.54865026
63774,intermediate_CM,Lymphatic_Endo,Ligand,Receptor,EDIL3,ITGAV,0.5486353
63777,perivascular_fibroblasts,Monocytes,Ligand,Receptor,ADAM17,RHBDF2,0.5486114
63789,prolif,healthy_CM,Ligand,Receptor,HSPG2,DAG1,0.5485992
63792,SPP1_Macrophages,CCL18_Macrophages,Ligand,Receptor,MRC1,PTPRC,0.5485661
63794,Fib_0,Mast,Ligand,Receptor,ANGPTL4,SDC2,0.54853684
63804,vCM_3,intermediate_CM,Ligand,Receptor,SEMA5A,MET,0.54851437
63807,Pericyte_1,Fib_0,Ligand,Receptor,LAMA4,ITGA6_ITGB1,0.54850423
63811,damaged_CM,Fib_SCARA5,Ligand,Receptor,NPPB,FAP,0.5484878
63813,Lymphatic_Endo,intermediate_CM,Ligand,Receptor,COL4A5,ITGA9_ITGB1,0.5484719
63815,Capillary_Endo,intermediate_CM,Ligand,Receptor,VEGFC,ITGA9,0.54846555
63816,Endocardial_Endo,healthy_CM,Ligand,Receptor,FSTL1,DIP2A,0.5484282
63822,vSMCs_1,intermediate_CM,Ligand,Receptor,FGF1,FGFR1,0.54840636
63823,damaged_CM,LYVE_FOLR_Macrophages,Ligand,Receptor,TFPI,LRP1,0.5484042
63827,Myofib,vCM_4,Ligand,Receptor,SERPINE2,LRP1,0.54838085
63831,Mast,vSMCs_2,Ligand,Receptor,MRC1,PTPRC,0.5483631
63833,Fib_SCARA5,damaged_CM,Ligand,Receptor,LAMC1,ITGA9_ITGB1,0.54833305
63835,damaged_CM,intermediate_CM,Ligand,Receptor,SEMA3C,NRP1_PLXNA2,0.5483102
63837,vCM_4,damaged_CM,Ligand,Receptor,COL6A2,ITGA3_ITGB1,0.5482993
63841,prolif,intermediate_CM,Ligand,Receptor,LAMA4,ITGA3_ITGB1,0.5482883
63852,vCM_4,Pericyte_1,Ligand,Receptor,ADAM10,TSPAN14,0.548235
63854,Lymphatic_Endo,LYVE_FOLR_Macrophages,Ligand,Receptor,TIMP3,CD44,0.5482292
63855,intermediate_CM,prolif,Ligand,Receptor,ADAM10,EPHA3,0.54822385
63858,perivascular_fibroblasts,vCM_3,Ligand,Receptor,LAMA4,ITGA3_ITGB1,0.54820067
63861,NK,healthy_CM,Ligand,Receptor,ADAM10,CADM1,0.5481656
63862,healthy_CM,prolif,Ligand,Receptor,ADAM9,ITGB5,0.54816556
63863,Myofib,CD8,Ligand,Receptor,ADAM10,CD44,0.5481574
63866,intermediate_CM,LYVE_PLTP_Macrophages,Ligand,Receptor,SEMA4B,DCBLD2,0.5481354
63867,intermediate_CM,intermediate_CM,Ligand,Receptor,SPP1,ITGA9_ITGB1,0.5481271
63871,Venous_Endo,CD8,Ligand,Receptor,PSEN1,CD44,0.5481018
63872,SPP1_Macrophages,intermediate_CM,Ligand,Receptor,SEMA3C,NRP1_PLXNA4,0.548098
63874,perivascular_fibroblasts,Mast,Ligand,Receptor,LAMA4,ITGA6_ITGB1,0.54809064
63875,damaged_CM,CD4,Ligand,Receptor,ADAM23,ITGA5,0.5480765
63876,vCM_4,LYVE_PLTP_Macrophages,Ligand,Receptor,APP,NOTCH2,0.5480763
63877,Endocardial_Endo,intermediate_CM,Ligand,Receptor,LAMA5,ITGA9_ITGB1,0.5480584
63880,vCM_4,SPP1_Macrophages,Ligand,Receptor,ADAM17,IL6R,0.54803085
63882,Venous_Endo,healthy_CM,Ligand,Receptor,TNXB,ITGA9_ITGB1,0.5480107
63890,vCM_4,Lymphatic_Endo,Ligand,Receptor,APP,LRP6,0.5479822
63892,Mast,vCM_4,Ligand,Receptor,TGFB1,SMAD3,0.5479685
63896,Fib_0,Venous_Endo,Ligand,Receptor,CCN2,IGF2R,0.5479206
63897,LYVE_PLTP_Macrophages,intermediate_CM,Ligand,Receptor,TNC,ITGA9_ITGB1,0.54790956
63898,Fib_0,Fib_0,Ligand,Receptor,VEGFA,ITGAV,0.54789925
63901,CCL18_Macrophages,vCM_4,Ligand,Receptor,SEMA3C,NRP1_PLXNA4,0.5478785
63902,CCL18_Macrophages,vCM_4,Ligand,Receptor,ADAM17,IL6R,0.5478783
63903,Pericyte_1,damaged_CM,Ligand,Receptor,SEMA5A,MET,0.5478672
63905,vSMCs_1,damaged_CM,Ligand,Receptor,LAMA5,ITGA3_ITGB1,0.54785985
63919,vSMCs_1,Fib_0,Ligand,Receptor,COL6A2,CD44,0.54775715
63921,Arterial_Endo,Lymphatic_Endo,Ligand,Receptor,EFNB2,PECAM1,0.54773515
63922,Fib_0,Adipo,Ligand,Receptor,LAMC1,CD44,0.54772294
63923,SPP1_Macrophages,intermediate_CM,Ligand,Receptor,FSTL1,DIP2A,0.54771924
63933,intermediate_CM,prolif,Ligand,Receptor,MFGE8,PDGFRB,0.54768634
63937,Fib_3,healthy_CM,Ligand,Receptor,VEGFA,ITGB1,0.5476768
63939,healthy_CM,Fib_SCARA5,Ligand,Receptor,EGF,AXL,0.54767376
63941,vCM_4,vSMCs_1,Ligand,Receptor,GAS6,AXL,0.5476556
63942,damaged_CM,Monocytes,Ligand,Receptor,NID1,ITGB1,0.5476434
63945,Arterial_Endo,Lymphatic_Endo,Ligand,Receptor,TGM2,ITGA9,0.5476194
63954,Fib_SCARA5,intermediate_CM,Ligand,Receptor,LAMB2,ITGA9_ITGB1,0.54760545
63957,Monocytes,vCM_3,Ligand,Receptor,PSAP,SORT1,0.54757714
63966,LYVE_FOLR_Macrophages,vCM_4,Ligand,Receptor,TIMP2,ITGA3,0.5475364
63970,NK_T,CD8,Ligand,Receptor,PSEN1,CD44,0.5475353
63976,Monocytes,Mast,Ligand,Receptor,F13A1,ITGA4,0.5474946
63980,healthy_CM,LYVE_FOLR_Macrophages,Ligand,Receptor,ADAM10,AXL,0.5474735
63983,damaged_CM,vCM_3,Ligand,Receptor,LAMA4,DAG1,0.5474566
63986,vSMCs_1,Fib_0,Ligand,Receptor,NTRK3,PTPRD,0.5474503
63988,CCL18_Macrophages,Fib_0,Ligand,Receptor,COL18A1,PTPRS,0.5474279
63989,Fib_SCARA5,vCM_4,Ligand,Receptor,COL18A1,ITGA3,0.54742146
63996,Fib_SCARA5,healthy_CM,Ligand,Receptor,CXCL12,ITGB1,0.5473995
64002,healthy_CM,CD4,Ligand,Receptor,LAMC1,CD44,0.5473402
64003,healthy_CM,intermediate_CM,Ligand,Receptor,COL4A3,ITGA9_ITGB1,0.5473307
64005,vSMCs_1,Adipo,Ligand,Receptor,A2M,LRP1,0.5473138
64006,Myofib,prolif,Ligand,Receptor,CCN1,ITGAV,0.54730207
64007,vCM_4,Adipo,Ligand,Receptor,ADAM10,TSPAN14,0.54730135
64008,vCM_4,Adipo,Ligand,Receptor,ADAM10,EPHA3,0.54730135
64009,vCM_4,vSMCs_2,Ligand,Receptor,ADAM10,NOTCH2,0.54730135
64010,vCM_4,Adipo,Ligand,Receptor,ADAM10,NRCAM,0.54730135
64012,vCM_4,Fib_0,Ligand,Receptor,EGF,AXL,0.54728305
64015,vCM_4,damaged_CM,Ligand,Receptor,LTBP3,ITGB5,0.5472737
64016,CCL18_Macrophages,LYVE_PLTP_Macrophages,Ligand,Receptor,F13A1,ITGA9,0.5472692
64017,intermediate_CM,LYVE_PLTP_Macrophages,Ligand,Receptor,ADAM10,NOTCH2,0.5472646
64019,Arterial_Endo,prolif,Ligand,Receptor,TIMP3,CD44,0.5472563
64022,perivascular_fibroblasts,Lymphatic_Endo,Ligand,Receptor,COL6A2,CD44,0.5472226
64023,perivascular_fibroblasts,Lymphatic_Endo,Ligand,Receptor,VIM,CD44,0.5472225
64026,CCL18_Macrophages,perivascular_fibroblasts,Ligand,Receptor,SPP1,ITGAV_ITGB1,0.5472223
64028,perivascular_fibroblasts,vCM_4,Ligand,Receptor,NLGN1,NRXN3,0.54722214
64029,vCM_4,perivascular_fibroblasts,Ligand,Receptor,NRXN3,NLGN1,0.54722214
64035,CD8,Fib_0,Ligand,Receptor,COL18A1,PTPRS,0.54720026
64040,Pericyte_1,Lymphatic_Endo,Ligand,Receptor,ADAM12,ITGA9,0.54715073
64044,Mast,healthy_CM,Ligand,Receptor,ANXA1,DYSF,0.5471209
64049,healthy_CM,NK_T,Ligand,Receptor,B2M,KLRD1,0.54709035
64060,Myofib,vCM_4,Ligand,Receptor,COL18A1,ITGA1_ITGB1,0.5470182
64061,Fib_SCARA5,LYVE_PLTP_Macrophages,Ligand,Receptor,SLIT2,APP,0.54701746
64063,Fib_0,Venous_Endo,Ligand,Receptor,LAMC1,CD44,0.5470105
64064,vCM_4,LYVE_PLTP_Macrophages,Ligand,Receptor,APP,CD74,0.5469917
64065,LYVE_FOLR_Macrophages,healthy_CM,Ligand,Receptor,PSAP,CELSR1,0.5469863
64069,perivascular_fibroblasts,LYVE_PLTP_Macrophages,Ligand,Receptor,SLIT2,APP,0.5469693
64071,intermediate_CM,vSMCs_1,Ligand,Receptor,COL4A5,ITGA1_ITGB1,0.5469599
64072,NK_T,Pericyte_1,Ligand,Receptor,LAMC1,ITGA1,0.5469588
64074,Arterial_Endo,Fib_0,Ligand,Receptor,SPTAN1,PTPRA,0.54695344
64077,healthy_CM,Adipo,Ligand,Receptor,LRIG1,EGFR,0.54691523
64084,SPP1_Macrophages,Myofib,Ligand,Receptor,CCN2,LRP1,0.54688853
64089,Mast,NK_T,Ligand,Receptor,F13A1,ITGA4,0.546875
64094,Monocytes,intermediate_CM,Ligand,Receptor,PSAP,AR,0.5468712
64098,SPP1_Macrophages,LYVE_PLTP_Macrophages,Ligand,Receptor,CCN2,LRP1,0.5468613
64099,healthy_CM,Adipo,Ligand,Receptor,ADAM9,ITGB5,0.546856
64101,Adipo,damaged_CM,Ligand,Receptor,LAMC1,DAG1,0.5468482
64104,Fib_SCARA5,vSMCs_1,Ligand,Receptor,THBS2,ITGAV_ITGB3,0.5468378
64107,Endocardial_Endo,CD8,Ligand,Receptor,ADAM10,CD44,0.5468211
64113,Fib_SCARA5,Myofib,Ligand,Receptor,SERPINE2,LRP1,0.54679316
64115,intermediate_CM,Pericyte_1,Ligand,Receptor,LAMC1,ITGA7_ITGB1,0.54679084
64116,Fib_0,Fib_3,Ligand,Receptor,ADAM17,ITGB1,0.54678375
64121,Pericyte_1,vCM_3,Ligand,Receptor,BMP5,BMPR1A_BMPR2,0.5467725
64122,Fib_SCARA5,LYVE_PLTP_Macrophages,Ligand,Receptor,SERPINE2,LRP1,0.5467659
64126,vSMCs_2,intermediate_CM,Ligand,Receptor,NGF,MAGED1,0.5467489
64129,intermediate_CM,Arterial_Endo,Ligand,Receptor,ADAM10,NOTCH1,0.54673755
64133,Fib_0,vCM_3,Ligand,Receptor,LAMC1,ITGA3_ITGB1,0.54671687
64134,Pericyte_2,Lymphatic_Endo,Ligand,Receptor,CD38,PECAM1,0.5467107
64135,Lymphatic_Endo,intermediate_CM,Ligand,Receptor,LAMC1,DAG1,0.54670686
64137,damaged_CM,Monocytes,Ligand,Receptor,ADAM23,ITGA4,0.54670286
64141,intermediate_CM,damaged_CM,Ligand,Receptor,LGI4,ADAM23,0.546671
64142,vCM_4,vCM_4,Ligand,Receptor,EGF,CAV1,0.5466664
64143,vCM_4,vCM_4,Ligand,Receptor,APP,NOTCH2,0.5466664
64144,vCM_4,vCM_4,Ligand,Receptor,SLIT2,APP,0.5466664
64147,healthy_CM,Monocytes,Ligand,Receptor,HSP90B1,LRP1,0.5466482
64152,Monocytes,vSMCs_2,Ligand,Receptor,TNC,ITGA7,0.546627
64159,Fib_0,Monocytes,Ligand,Receptor,C3,CR1,0.5466123
64160,vCM_4,intermediate_CM,Ligand,Receptor,NECTIN3,CADM1,0.5466116
64161,Fib_0,Mast,Ligand,Receptor,LAMC1,ITGA6_ITGB1,0.54660684
64162,damaged_CM,perivascular_fibroblasts,Ligand,Receptor,COL7A1,ITGA11_ITGB1,0.54660434
64163,damaged_CM,perivascular_fibroblasts,Ligand,Receptor,COL7A1,ITGA1_ITGB1,0.54660434
64165,vSMCs_2,intermediate_CM,Ligand,Receptor,SDC2,PTPRJ,0.5465998
64166,vCM_4,healthy_CM,Ligand,Receptor,MFGE8,ITGB5,0.5465965
64170,healthy_CM,NK,Ligand,Receptor,ADAM10,EPHA3,0.5465749
64172,Mast,Capillary_Endo,Ligand,Receptor,PSEN1,NOTCH4,0.546574
64178,damaged_CM,vSMCs_2,Ligand,Receptor,CALM2,MYLK,0.54655904
64179,Fib_SCARA5,healthy_CM,Ligand,Receptor,COL4A3,ITGA9_ITGB1,0.54652846
64180,healthy_CM,Myofib,Ligand,Receptor,LRIG1,EGFR,0.5465163
64181,intermediate_CM,SPP1_Macrophages,Ligand,Receptor,ADAM10,TSPAN14,0.5465112
64182,intermediate_CM,Fib_3,Ligand,Receptor,ADAM10,AXL,0.5465041
64183,Fib_0,SPP1_Macrophages,Ligand,Receptor,SLIT2,ROBO1,0.5464995
64184,Lymphatic_Endo,perivascular_fibroblasts,Ligand,Receptor,ADAM10,CD44,0.5464914
64188,Fib_3,Myofib,Ligand,Receptor,HSP90B1,LRP1,0.5464765
64189,Fib_0,Mast,Ligand,Receptor,SLIT2,ROBO1,0.5464738
64190,Monocytes,Pericyte_1,Ligand,Receptor,LAMC1,ITGA1,0.5464629
64192,vSMCs_1,Myofib,Ligand,Receptor,NTRK3,PTPRS,0.5464579
64193,Pericyte_1,NK_T,Ligand,Receptor,LAMA3,CD44,0.5464572
64195,Fib_3,LYVE_PLTP_Macrophages,Ligand,Receptor,HSP90B1,LRP1,0.54644924
64203,Myofib,Capillary_Endo,Ligand,Receptor,PSEN1,NOTCH4,0.54640377
64208,Fib_SCARA5,LYVE_FOLR_Macrophages,Ligand,Receptor,ADAM17,RHBDF2,0.5463772
64210,vCM_4,vSMCs_1,Ligand,Receptor,NID1,ITGA3,0.54637337
64213,Fib_SCARA5,intermediate_CM,Ligand,Receptor,LAMA4,ITGA3_ITGB1,0.54631203
64214,healthy_CM,healthy_CM,Ligand,Receptor,ADAM10,MET,0.5463097
64215,Fib_0,vSMCs_1,Ligand,Receptor,C3,CD46,0.54630697
64219,Fib_0,SPP1_Macrophages,Ligand,Receptor,HMGB1,HAVCR2,0.5462963
64220,healthy_CM,vSMCs_1,Ligand,Receptor,COL4A5,ITGA3_ITGB1,0.5462751
64224,Arterial_Endo,NK,Ligand,Receptor,B2M,CD247,0.5462523
64227,Fib_0,Fib_3,Ligand,Receptor,CCN2,EGFR,0.54623634
64228,Fib_3,vCM_4,Ligand,Receptor,COL18A1,ITGA3,0.5462332
64233,prolif,healthy_CM,Ligand,Receptor,TGFB1,ITGB1,0.5462075
64234,Fib_0,Capillary_Endo,Ligand,Receptor,SPON1,APP,0.5462045
64239,healthy_CM,vCM_4,Ligand,Receptor,SLIT2,APP,0.5461657
64240,vSMCs_1,CD8,Ligand,Receptor,ADAM10,CD44,0.5461617
64241,healthy_CM,Pericyte_2,Ligand,Receptor,SEMA3C,NRP1_PLXNA1,0.5461528
64242,LYVE_FOLR_Macrophages,vCM_4,Ligand,Receptor,ADAM9,ITGB5,0.54614973
64243,Pericyte_1,intermediate_CM,Ligand,Receptor,IL1RAPL1,PTPRD,0.5461235
64248,Fib_0,perivascular_fibroblasts,Ligand,Receptor,CCN2,ITGA5,0.5461101
64249,Monocytes,CD4,Ligand,Receptor,F13A1,ITGA4,0.5460924
64254,Fib_0,Arterial_Endo,Ligand,Receptor,CCN2,LRP6,0.54607165
64257,damaged_CM,CD4,Ligand,Receptor,LAMC1,CD44,0.5460527
64258,damaged_CM,prolif,Ligand,Receptor,CD99,PILRB,0.54605085
64260,vSMCs_2,perivascular_fibroblasts,Ligand,Receptor,PSEN1,NOTCH3,0.546032
64261,perivascular_fibroblasts,Monocytes,Ligand,Receptor,GAS6,MERTK,0.54603124
64262,Fib_SCARA5,vCM_4,Ligand,Receptor,CCN1,ITGB5,0.54602754
64268,healthy_CM,perivascular_fibroblasts,Ligand,Receptor,CALM2,PDE1A,0.5459921
64270,Myofib,healthy_CM,Ligand,Receptor,COL18A1,ITGA3,0.5459797
64272,Myofib,CD8,Ligand,Receptor,TIMP2,CD44,0.5459587
64276,perivascular_fibroblasts,intermediate_CM,Ligand,Receptor,TLN1,ITGB5,0.545944
64278,Adipo,Fib_0,Ligand,Receptor,LPL,CD44,0.5459253
64279,Myofib,Arterial_Endo,Ligand,Receptor,MAML2,NOTCH1,0.5459186
64283,perivascular_fibroblasts,Fib_SCARA5,Ligand,Receptor,FSTL1,DIP2A,0.54589635
64284,Adipo,CCL18_Macrophages,Ligand,Receptor,ADAM17,RHBDF2,0.5458871
64286,Fib_0,SPP1_Macrophages,Ligand,Receptor,C3,CR1,0.5458741
64294,intermediate_CM,Lymphatic_Endo,Ligand,Receptor,ADAM10,CD44,0.5458547
64295,intermediate_CM,vCM_4,Ligand,Receptor,ADAM10,NOTCH2,0.5458547
64296,intermediate_CM,perivascular_fibroblasts,Ligand,Receptor,ADAM10,IL6R,0.5458547
64297,Adipo,Fib_0,Ligand,Receptor,SLIT3,ROBO1,0.54585385
64303,vSMCs_1,SPP1_Macrophages,Ligand,Receptor,LAMC1,CD44,0.5458325
64305,perivascular_fibroblasts,CD8,Ligand,Receptor,COL6A2,ITGA1_ITGB1,0.54581416
64308,damaged_CM,CCL18_Macrophages,Ligand,Receptor,CCN1,ITGAV,0.54580253
64309,Pericyte_2,damaged_CM,Ligand,Receptor,LAMB2,ITGA3_ITGB1,0.5457994
64310,Pericyte_2,damaged_CM,Ligand,Receptor,TIMP2,ITGA3,0.5457994
64311,Pericyte_2,damaged_CM,Ligand,Receptor,ADAM9,ITGA3,0.5457994
64312,vCM_4,LYVE_FOLR_Macrophages,Ligand,Receptor,FSTL1,DIP2A,0.5457963
64322,prolif,LYVE_FOLR_Macrophages,Ligand,Receptor,LAMA4,CD44,0.5457078
64327,Fib_SCARA5,CD8,Ligand,Receptor,THBS2,CD47,0.54567695
64329,damaged_CM,Capillary_Endo,Ligand,Receptor,NID1,ITGB1,0.54565895
64330,Fib_SCARA5,healthy_CM,Ligand,Receptor,SPP1,ITGAV_ITGB1,0.5456574
64331,Fib_SCARA5,healthy_CM,Ligand,Receptor,SPP1,ITGA9_ITGB1,0.5456574
64332,vCM_4,LYVE_FOLR_Macrophages,Ligand,Receptor,ADAM10,AXL,0.54564404
64334,Venous_Endo,Lymphatic_Endo,Ligand,Receptor,ADAM15,ITGA9,0.5456283
64335,Fib_0,intermediate_CM,Ligand,Receptor,TFPI,VLDLR,0.5456279
64340,Pericyte_1,vCM_4,Ligand,Receptor,SDC2,PTPRJ,0.5455791
64341,intermediate_CM,vCM_4,Ligand,Receptor,SDC2,PTPRJ,0.5455791
64342,Lymphatic_Endo,healthy_CM,Ligand,Receptor,SPP1,ITGAV_ITGB1,0.5455749
64343,Lymphatic_Endo,healthy_CM,Ligand,Receptor,SPP1,ITGA9_ITGB1,0.5455749
64345,Capillary_Endo,intermediate_CM,Ligand,Receptor,ADAM15,ITGA9,0.54556704
64346,healthy_CM,damaged_CM,Ligand,Receptor,COL18A1,ITGA5,0.545561
64348,perivascular_fibroblasts,healthy_CM,Ligand,Receptor,ANXA1,DYSF,0.5455584
64351,CCL18_Macrophages,healthy_CM,Ligand,Receptor,VEGFA,ITGB1,0.5455482
64352,damaged_CM,prolif,Ligand,Receptor,SEMA3C,NRP1_NRP2_PLXND1,0.54554725
64358,SPP1_Macrophages,damaged_CM,Ligand,Receptor,ADAM17,MET,0.5455071
64360,Myofib,LYVE_PLTP_Macrophages,Ligand,Receptor,ANGPTL4,SDC2,0.5454978
64362,Lymphatic_Endo,Fib_0,Ligand,Receptor,TIMP3,CD44,0.5454869
64365,vCM_4,Myofib,Ligand,Receptor,C3,LRP1,0.5454808
64366,Fib_0,Monocytes,Ligand,Receptor,PROS1,MERTK,0.54547554
64367,SPP1_Macrophages,Monocytes,Ligand,Receptor,VIM,CD44,0.5454733
64371,intermediate_CM,intermediate_CM,Ligand,Receptor,ADAM17,ITGA5,0.54545414
64373,vCM_4,LYVE_PLTP_Macrophages,Ligand,Receptor,C3,LRP1,0.54545355
64374,Myofib,Fib_SCARA5,Ligand,Receptor,SERPINE2,LRP1,0.5454428
64375,intermediate_CM,SPP1_Macrophages,Ligand,Receptor,MFGE8,ITGB5,0.54544276
64377,Lymphatic_Endo,vCM_4,Ligand,Receptor,SDC2,PTPRJ,0.5454384
64381,Fib_0,Lymphatic_Endo,Ligand,Receptor,ADAM17,NOTCH1,0.54543376
64383,NK,Lymphatic_Endo,Ligand,Receptor,ADAM12,ITGA9,0.54542863
64386,damaged_CM,vCM_4,Ligand,Receptor,CCN1,ITGA5,0.5453984
64387,damaged_CM,vCM_4,Ligand,Receptor,LPL,VLDLR,0.5453981
64397,damaged_CM,Lymphatic_Endo,Ligand,Receptor,LAMA4,CD44,0.5453439
64398,Myofib,prolif,Ligand,Receptor,CCN2,IGF2R,0.5453366
64399,vCM_3,Mast,Ligand,Receptor,ADAM10,CD44,0.5453346
64400,healthy_CM,Venous_Endo,Ligand,Receptor,EGF,CAV1,0.54533297
64405,healthy_CM,damaged_CM,Ligand,Receptor,SEMA3C,NRP1_PLXNA2,0.5453093
64418,intermediate_CM,vCM_4,Ligand,Receptor,COL18A1,ITGB5,0.54524076
