,source,target,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
22067,Fib_0,healthy_CM,Ligand,Receptor,RGMA,BMPR2,1.7316015
22069,Pericyte_1,vCM_4,Ligand,Receptor,MFGE8,ITGAV,1.7313669
22070,damaged_CM,damaged_CM,Ligand,Receptor,COL4A1,ITGA3_ITGB1,1.7312971
22071,LYVE_FOLR_Macrophages,vCM_3,Ligand,Receptor,GNAI2,IGF1R,1.7312437
22072,damaged_CM,healthy_CM,Ligand,Receptor,ADAM9,ITGB1,1.7312019
22073,healthy_CM,Capillary_Endo,Ligand,Receptor,COL4A2,CD93,1.7311677
22074,CCL18_Macrophages,LYVE_PLTP_Macrophages,Ligand,Receptor,HGF,NRP1,1.7311192
22076,Fib_0,Adipo,Ligand,Receptor,SERPINE1,LRP1,1.7310174
22077,Arterial_Endo,damaged_CM,Ligand,Receptor,CXCL12,ITGAV,1.7310023
22078,intermediate_CM,LYVE_FOLR_Macrophages,Ligand,Receptor,ADAM23,ITGA5,1.7310001
22079,Fib_0,Venous_Endo,Ligand,Receptor,LAMC1,ITGA2_ITGB1,1.7309401
22080,Adipo,Adipo,Ligand,Receptor,LAMC1,CD44,1.7309313
22082,healthy_CM,vSMCs_2,Ligand,Receptor,LAMA4,ITGA9_ITGB1,1.7307104
22083,vCM_3,prolif,Ligand,Receptor,HMGB1,CD163,1.7306471
22084,intermediate_CM,Pericyte_2,Ligand,Receptor,LAMA4,ITGA7_ITGB1,1.7305602
22085,Pericyte_1,damaged_CM,Ligand,Receptor,LAMA4,ITGA7_ITGB1,1.7304349
22088,Fib_0,CD4,Ligand,Receptor,LAMC1,ITGA9_ITGB1,1.730376
22090,Purkinje_fibers,Venous_Endo,Ligand,Receptor,MAML2,NOTCH1,1.7303197
22091,Fib_0,intermediate_CM,Ligand,Receptor,ADAM10,CADM1,1.7302232
22093,LYVE_PLTP_Macrophages,Pericyte_1,Ligand,Receptor,ALCAM,NRP1,1.7301147
22094,Fib_SCARA5,damaged_CM,Ligand,Receptor,MAML2,NOTCH2,1.7301049
22095,healthy_CM,vCM_4,Ligand,Receptor,LAMA4,ITGA2_ITGB1,1.7300382
22096,Purkinje_fibers,Capillary_Endo,Ligand,Receptor,MAML2,NOTCH1,1.7300173
22097,intermediate_CM,NK,Ligand,Receptor,COL4A2,CD44,1.729982
22098,damaged_CM,NK,Ligand,Receptor,THBS1,PTPRJ,1.7299469
22099,Fib_3,Venous_Endo,Ligand,Receptor,FN1,ITGA6,1.7297708
22100,vCM_4,Neuronal,Ligand,Receptor,ADAM9,ITGB1,1.7297618
22101,intermediate_CM,Fib_0,Ligand,Receptor,CALM2,PDE1A,1.7296703
22104,healthy_CM,intermediate_CM,Ligand,Receptor,GNAS,ADCY9,1.7295411
22106,Fib_SCARA5,damaged_CM,Ligand,Receptor,NID1,ITGB1,1.729488
22107,vCM_4,Myofib,Ligand,Receptor,ADAM9,ITGB5,1.7294662
22108,healthy_CM,vCM_4,Ligand,Receptor,COL4A2,GP6,1.7294555
22109,Endocardial_Endo,Capillary_Endo,Ligand,Receptor,INHBA,ENG,1.7294495
22110,healthy_CM,vSMCs_1,Ligand,Receptor,NTN1,UNC5C,1.7294455
22111,Adipo,vCM_3,Ligand,Receptor,LAMC1,DAG1,1.729436
22112,damaged_CM,Myofib,Ligand,Receptor,COL4A1,ITGA11_ITGB1,1.7293825
22113,Fib_SCARA5,Fib_3,Ligand,Receptor,MAML2,NOTCH2,1.7292348
22114,Fib_SCARA5,Adipo,Ligand,Receptor,VCAN,CD44,1.7292299
22115,Fib_0,vCM_3,Ligand,Receptor,NID1,ITGAV,1.7292192
22116,Fib_0,prolif,Ligand,Receptor,LAMC1,DAG1,1.7291914
22117,intermediate_CM,prolif,Ligand,Receptor,TIMP3,CD44,1.7291474
22118,vCM_4,intermediate_CM,Ligand,Receptor,LGI4,ADAM23,1.7289934
22119,CCL18_Macrophages,vCM_3,Ligand,Receptor,CALM2,PDE1A,1.72898
22120,healthy_CM,vSMCs_2,Ligand,Receptor,COL4A2,ITGA3_ITGB1,1.7289602
22122,healthy_CM,Purkinje_fibers,Ligand,Receptor,LRIG1,EGFR,1.7289078
22123,healthy_CM,vSMCs_1,Ligand,Receptor,COL4A2,ITGB3,1.7288307
22124,Fib_0,Pericyte_2,Ligand,Receptor,LAMC1,DAG1,1.7287767
22125,damaged_CM,intermediate_CM,Ligand,Receptor,ADAM9,ITGB1,1.7287391
22126,Endocardial_Endo,LYVE_PLTP_Macrophages,Ligand,Receptor,VWF,ITGA9,1.7287099
22127,Fib_SCARA5,Capillary_Endo,Ligand,Receptor,VCAN,EGFR,1.7285446
22128,Monocytes,Fib_3,Ligand,Receptor,F13A1,ITGA9,1.7285286
22129,Purkinje_fibers,LYVE_PLTP_Macrophages,Ligand,Receptor,HGF,NRP1,1.7284948
22130,Neuronal,vCM_3,Ligand,Receptor,SLIT2,APP,1.7284362
22131,damaged_CM,Myofib,Ligand,Receptor,COL4A1,CD44,1.7284222
22132,Adipo,damaged_CM,Ligand,Receptor,FBN1,ITGA5,1.7283974
22133,Fib_0,CD8,Ligand,Receptor,LAMC1,ITGA6_ITGB1,1.7282637
22134,Pericyte_2,LYVE_PLTP_Macrophages,Ligand,Receptor,VEGFB,NRP1,1.7282043
22135,Fib_0,perivascular_fibroblasts,Ligand,Receptor,LAMC1,ITGAV_ITGB8,1.7281293
22136,Adipo,Capillary_Endo,Ligand,Receptor,LAMC1,ITGA6_ITGB1,1.7281078
22137,Adipo,Capillary_Endo,Ligand,Receptor,LAMC1,ITGA9_ITGB1,1.7281078
22140,SPP1_Macrophages,Fib_SCARA5,Ligand,Receptor,MAML2,NOTCH2,1.7279623
22141,SPP1_Macrophages,Adipo,Ligand,Receptor,PSAP,LRP1,1.7279185
22142,vSMCs_1,damaged_CM,Ligand,Receptor,FN1,ITGAV_ITGB1,1.727877
22143,Endocardial_Endo,intermediate_CM,Ligand,Receptor,BMP6,BMPR1A_BMPR2,1.7277329
22145,Fib_0,Pericyte_2,Ligand,Receptor,VCAN,ITGB1,1.7275729
22146,damaged_CM,NK_T,Ligand,Receptor,CALM2,KCNQ5,1.7275158
22147,Monocytes,Adipo,Ligand,Receptor,THBS1,LRP1,1.7275062
22150,healthy_CM,perivascular_fibroblasts,Ligand,Receptor,ADAM10,AXL,1.7273307
22151,Fib_3,LYVE_FOLR_Macrophages,Ligand,Receptor,LAMC1,CD44,1.7272832
22153,healthy_CM,CD8,Ligand,Receptor,COL4A2,ITGA1_ITGB1,1.7270653
22154,healthy_CM,LYVE_FOLR_Macrophages,Ligand,Receptor,GAS6,MERTK,1.726946
22155,Adipo,perivascular_fibroblasts,Ligand,Receptor,LAMC1,ITGA7_ITGB1,1.726933
22156,Purkinje_fibers,healthy_CM,Ligand,Receptor,RGMA,BMPR2,1.7268919
22158,Purkinje_fibers,Endocardial_Endo,Ligand,Receptor,SLIT2,ROBO1,1.7268044
22160,Myofib,perivascular_fibroblasts,Ligand,Receptor,LAMC1,ITGA1,1.7267783
22161,damaged_CM,damaged_CM,Ligand,Receptor,LAMC1,ITGA9_ITGB1,1.7266597
22162,vSMCs_2,LYVE_PLTP_Macrophages,Ligand,Receptor,PGF,NRP1,1.7266582
22163,CCL18_Macrophages,Fib_0,Ligand,Receptor,PDGFC,PDGFRA,1.7266424
22165,Arterial_Endo,damaged_CM,Ligand,Receptor,PDGFB,ITGAV,1.7265723
22166,Myofib,vSMCs_2,Ligand,Receptor,TNC,ITGA8_ITGB1,1.7264912
22168,Fib_SCARA5,Capillary_Endo,Ligand,Receptor,VCAN,ITGB1,1.7264065
22171,Fib_3,healthy_CM,Ligand,Receptor,NGF,KIDINS220,1.72625
22172,Pericyte_2,Capillary_Endo,Ligand,Receptor,MAML2,NOTCH4,1.7262349
22173,Mast,Adipo,Ligand,Receptor,APP,LRP1,1.7261786
22174,LYVE_PLTP_Macrophages,Adipo,Ligand,Receptor,PSAP,LRP1,1.7261175
22175,Purkinje_fibers,CD4,Ligand,Receptor,COL6A3,CD44,1.7260852
22176,Lymphatic_Endo,vCM_4,Ligand,Receptor,RTN4,TNFRSF19,1.7260351
22177,Pericyte_2,Pericyte_2,Ligand,Receptor,FGF1,NRP1,1.7260306
22179,Fib_SCARA5,Fib_SCARA5,Ligand,Receptor,VCAN,ITGB1,1.7259911
22180,Arterial_Endo,damaged_CM,Ligand,Receptor,VWF,TNFRSF11B,1.725979
22182,Monocytes,vCM_3,Ligand,Receptor,ALCAM,NRP1,1.7258775
22186,Adipo,intermediate_CM,Ligand,Receptor,ANGPTL4,SDC4,1.7257564
22187,Purkinje_fibers,healthy_CM,Ligand,Receptor,LAMB1,ITGA9_ITGB1,1.7257493
22188,Purkinje_fibers,healthy_CM,Ligand,Receptor,LAMB1,ITGA7_ITGB1,1.7257493
22189,vCM_3,perivascular_fibroblasts,Ligand,Receptor,ST6GAL1,EGFR,1.7257404
22190,Venous_Endo,damaged_CM,Ligand,Receptor,TGM2,ITGA9,1.7256598
22191,Adipo,vCM_3,Ligand,Receptor,ANXA1,DYSF,1.7256382
22193,Arterial_Endo,healthy_CM,Ligand,Receptor,RTN4,TNFRSF19,1.7254188
22195,CD4,NK_T,Ligand,Receptor,B2M,CD247,1.7253766
22197,damaged_CM,Purkinje_fibers,Ligand,Receptor,COL4A1,ITGA11_ITGB1,1.7252495
22199,damaged_CM,Adipo,Ligand,Receptor,HSP90B1,LRP1,1.725221
22200,Fib_0,Purkinje_fibers,Ligand,Receptor,VCAN,EGFR,1.725158
22201,Arterial_Endo,vCM_3,Ligand,Receptor,CALM2,PDE1A,1.7251527
22202,vCM_4,healthy_CM,Ligand,Receptor,THBS1,SDC4,1.725117
22203,vCM_4,Fib_3,Ligand,Receptor,VEGFA,EGFR,1.7251116
22204,intermediate_CM,Capillary_Endo,Ligand,Receptor,COL4A2,CD93,1.7250686
22205,Fib_SCARA5,vCM_4,Ligand,Receptor,MAML2,NOTCH2,1.7250047
22208,perivascular_fibroblasts,vCM_4,Ligand,Receptor,COL6A3,ITGA9_ITGB1,1.7248745
22209,Fib_0,damaged_CM,Ligand,Receptor,COL6A1,ITGA9_ITGB1,1.724871
22210,vSMCs_1,prolif,Ligand,Receptor,COL4A2,CD44,1.7248602
22211,Fib_SCARA5,intermediate_CM,Ligand,Receptor,MAML2,NOTCH2,1.7247872
22212,healthy_CM,vSMCs_2,Ligand,Receptor,COL4A2,ITGB5,1.7247496
22216,healthy_CM,Fib_3,Ligand,Receptor,COL4A2,CD44,1.724612
22217,Fib_SCARA5,Arterial_Endo,Ligand,Receptor,MAML2,NOTCH1,1.7245996
22218,intermediate_CM,Purkinje_fibers,Ligand,Receptor,ADAM23,ITGA4,1.7244925
22222,vCM_4,Venous_Endo,Ligand,Receptor,FGF7,NRP1,1.724317
22223,Pericyte_2,vCM_4,Ligand,Receptor,NGF,SORT1,1.7242562
22225,Mast,vCM_4,Ligand,Receptor,RTN4,TNFRSF19,1.7242444
22227,healthy_CM,Endocardial_Endo,Ligand,Receptor,LAMA4,ITGA2_ITGB1,1.724192
22230,vCM_4,healthy_CM,Ligand,Receptor,ADAM10,TSPAN12,1.7238586
22232,Purkinje_fibers,CD8,Ligand,Receptor,COL6A3,CD44,1.72346
22233,damaged_CM,Fib_0,Ligand,Receptor,COL4A1,ITGA11_ITGB1,1.7234303
22234,Purkinje_fibers,Purkinje_fibers,Ligand,Receptor,MAML2,NOTCH1,1.7234048
22235,intermediate_CM,vCM_4,Ligand,Receptor,COL4A2,GP6,1.7233564
22237,Purkinje_fibers,intermediate_CM,Ligand,Receptor,LAMB1,ITGA9_ITGB1,1.7232866
22238,Purkinje_fibers,intermediate_CM,Ligand,Receptor,LAMB1,ITGA7_ITGB1,1.7232866
22239,CD4,intermediate_CM,Ligand,Receptor,ADAM10,CADM1,1.7231294
22241,vCM_4,SPP1_Macrophages,Ligand,Receptor,ADAM9,ITGB5,1.723031
22242,vSMCs_2,healthy_CM,Ligand,Receptor,NGF,MAGED1,1.7230191
22243,CCL18_Macrophages,vCM_3,Ligand,Receptor,MAML2,NOTCH2,1.7229797
22244,SPP1_Macrophages,Venous_Endo,Ligand,Receptor,F13A1,ITGA9,1.7229462
22248,Myofib,damaged_CM,Ligand,Receptor,COL6A1,ITGA9_ITGB1,1.7228736
22249,intermediate_CM,vSMCs_2,Ligand,Receptor,COL4A2,ITGA3_ITGB1,1.722861
22250,Fib_0,SPP1_Macrophages,Ligand,Receptor,COL4A4,CD44,1.722842
22251,intermediate_CM,vSMCs_1,Ligand,Receptor,COL4A2,ITGB3,1.7227316
22252,Fib_0,damaged_CM,Ligand,Receptor,CXCL12,ITGAV,1.7227272
22254,Fib_3,vCM_4,Ligand,Receptor,SLIT2,APP,1.7226415
22255,damaged_CM,damaged_CM,Ligand,Receptor,SEMA5A,MET,1.7224617
22256,healthy_CM,NK_T,Ligand,Receptor,LAMA4,ITGA6_ITGB1,1.7224487
22259,perivascular_fibroblasts,vCM_3,Ligand,Receptor,CALM1,PDE1A,1.7223098
22260,vCM_4,CCL18_Macrophages,Ligand,Receptor,ADAM9,ITGB5,1.722253
22261,Venous_Endo,vCM_3,Ligand,Receptor,CALM1,PDE1A,1.7222207
22263,Endocardial_Endo,healthy_CM,Ligand,Receptor,BMP6,BMPR1A_BMPR2,1.7220702
22265,vCM_4,Myofib,Ligand,Receptor,ADAM10,NOTCH2,1.7220399
22266,Fib_0,LYVE_FOLR_Macrophages,Ligand,Receptor,COL4A2,CD44,1.7220125
22267,vCM_4,vSMCs_2,Ligand,Receptor,ADAM10,AXL,1.7219917
22268,healthy_CM,Fib_0,Ligand,Receptor,LAMA4,ITGAV_ITGB8,1.7219799
22269,healthy_CM,Pericyte_1,Ligand,Receptor,FSTL1,DIP2A,1.7219797
22270,Pericyte_2,damaged_CM,Ligand,Receptor,COL6A2,ITGA9_ITGB1,1.7219491
22272,vSMCs_2,vCM_4,Ligand,Receptor,COL4A2,ITGA9_ITGB1,1.7216859
22273,Monocytes,Capillary_Endo,Ligand,Receptor,MAML2,NOTCH4,1.7216556
22274,damaged_CM,damaged_CM,Ligand,Receptor,LAMC1,ITGA7_ITGB1,1.7216079
22275,Endocardial_Endo,Mast,Ligand,Receptor,ST6GAL1,CD22,1.7216055
22276,Fib_0,CD8,Ligand,Receptor,LAMC1,ITGA9_ITGB1,1.7215971
22277,healthy_CM,Pericyte_2,Ligand,Receptor,FSTL1,DIP2A,1.7214638
22278,Fib_0,Fib_SCARA5,Ligand,Receptor,LAMC1,ITGA1,1.7214476
22279,Venous_Endo,Adipo,Ligand,Receptor,TFPI,LRP1,1.7212913
22280,Fib_0,Fib_SCARA5,Ligand,Receptor,LAMC1,DAG1,1.7211676
22281,Adipo,intermediate_CM,Ligand,Receptor,BMP1,BMPR2,1.72106
22282,intermediate_CM,vCM_4,Ligand,Receptor,VEGFA,ITGB1,1.7210243
22284,intermediate_CM,CD8,Ligand,Receptor,COL4A2,ITGA1_ITGB1,1.7209662
22285,Adipo,prolif,Ligand,Receptor,FBN1,ITGB1,1.7209449
22287,Neuronal,Fib_3,Ligand,Receptor,SLIT2,APP,1.7208939
22288,CCL18_Macrophages,NK_T,Ligand,Receptor,MAML2,NOTCH2,1.7208656
22289,Fib_SCARA5,intermediate_CM,Ligand,Receptor,NGF,KIDINS220,1.7207923
22290,Myofib,LYVE_PLTP_Macrophages,Ligand,Receptor,VEGFB,NRP1,1.7207782
22291,Purkinje_fibers,Venous_Endo,Ligand,Receptor,SERPINF1,PLXDC2,1.7207601
22292,Fib_3,Purkinje_fibers,Ligand,Receptor,SLIT2,APP,1.720742
22296,healthy_CM,prolif,Ligand,Receptor,COL4A2,CD93,1.7205285
22297,Capillary_Endo,damaged_CM,Ligand,Receptor,HSPG2,ITGB1,1.7205228
22298,intermediate_CM,vCM_3,Ligand,Receptor,SEMA3C,NRP1_PLXNA4,1.7204628
22299,Fib_SCARA5,Adipo,Ligand,Receptor,LAMC1,ITGA7_ITGB1,1.7204627
22302,vSMCs_1,healthy_CM,Ligand,Receptor,RTN4,TNFRSF19,1.720172
22303,SPP1_Macrophages,Monocytes,Ligand,Receptor,MAML2,NOTCH2,1.7201464
22304,healthy_CM,damaged_CM,Ligand,Receptor,COL4A2,GP6,1.7200894
22305,vCM_4,Capillary_Endo,Ligand,Receptor,ADAM9,ITGB1,1.7200084
22306,Fib_0,Fib_3,Ligand,Receptor,LAMC1,ITGA1,1.7199414
22308,Endocardial_Endo,healthy_CM,Ligand,Receptor,VEGFC,VIPR2,1.7198657
22309,healthy_CM,damaged_CM,Ligand,Receptor,COL4A2,CD44,1.7198365
22310,Myofib,SPP1_Macrophages,Ligand,Receptor,COL1A2,CD44,1.71965
22311,vCM_4,Fib_SCARA5,Ligand,Receptor,ADAM9,ITGB1,1.719593
22313,Purkinje_fibers,Neuronal,Ligand,Receptor,MAML2,NOTCH2,1.7195535
22314,Myofib,LYVE_FOLR_Macrophages,Ligand,Receptor,SLIT2,APP,1.7194997
22315,Monocytes,Neuronal,Ligand,Receptor,F13A1,ITGA9,1.7194884
22316,Myofib,vCM_4,Ligand,Receptor,EDIL3,ITGAV,1.7194697
22317,healthy_CM,Myofib,Ligand,Receptor,LAMA4,ITGA9_ITGB1,1.7194597
22318,Adipo,Arterial_Endo,Ligand,Receptor,LAMC1,ITGA9_ITGB1,1.7194558
22319,Adipo,Arterial_Endo,Ligand,Receptor,LAMC1,ITGA6_ITGB1,1.7194558
22320,Fib_3,LYVE_PLTP_Macrophages,Ligand,Receptor,MAML2,NOTCH2,1.7194393
22321,CCL18_Macrophages,vSMCs_1,Ligand,Receptor,MAML2,NOTCH2,1.7193419
22322,SPP1_Macrophages,vCM_3,Ligand,Receptor,CALM2,PDE1A,1.7193191
22323,Pericyte_2,damaged_CM,Ligand,Receptor,CALR,ITGAV,1.7193177
22325,healthy_CM,Pericyte_1,Ligand,Receptor,COL4A5,ITGA1_ITGB1,1.7190799
22327,Arterial_Endo,Endocardial_Endo,Ligand,Receptor,VEGFC,FLT1,1.718848
22329,healthy_CM,CD4,Ligand,Receptor,LAMA4,ITGA6_ITGB1,1.7187017
22330,Myofib,Mast,Ligand,Receptor,TNC,ITGA9_ITGB1,1.71868
22331,prolif,Fib_3,Ligand,Receptor,VCAN,EGFR,1.7186794
22332,intermediate_CM,vSMCs_2,Ligand,Receptor,COL4A2,ITGB5,1.7186506
22333,Fib_0,vCM_3,Ligand,Receptor,LAMB1,ITGA7_ITGB1,1.7186394
22334,Fib_0,vCM_3,Ligand,Receptor,LAMB1,ITGA9_ITGB1,1.7186394
22336,Endocardial_Endo,SPP1_Macrophages,Ligand,Receptor,HSPG2,LRP1,1.7185977
22337,Fib_3,damaged_CM,Ligand,Receptor,EDIL3,ITGAV,1.7185963
22338,Fib_SCARA5,healthy_CM,Ligand,Receptor,MAML2,NOTCH2,1.7185718
22339,intermediate_CM,Fib_3,Ligand,Receptor,COL4A2,CD44,1.7185129
22340,Purkinje_fibers,Pericyte_1,Ligand,Receptor,SLIT2,APP,1.7185059
22341,LYVE_PLTP_Macrophages,NK_T,Ligand,Receptor,THBS1,ITGA4,1.7185006
22342,Fib_0,vSMCs_2,Ligand,Receptor,LAMC1,DAG1,1.7184391
22343,Adipo,damaged_CM,Ligand,Receptor,ADAM9,ITGAV,1.7184328
22345,vCM_4,Mast,Ligand,Receptor,THBS1,ITGA4,1.7183768
22346,vCM_4,LYVE_FOLR_Macrophages,Ligand,Receptor,ADAM10,NOTCH2,1.7182999
22347,healthy_CM,Purkinje_fibers,Ligand,Receptor,LAMA4,ITGA2_ITGB1,1.7182579
22348,vCM_4,Lymphatic_Endo,Ligand,Receptor,ADAM10,TSPAN14,1.7182568
22349,healthy_CM,intermediate_CM,Ligand,Receptor,ADAM10,TSPAN12,1.7182053
22352,Pericyte_1,vCM_3,Ligand,Receptor,CALM2,PDE1A,1.7180971
22353,perivascular_fibroblasts,healthy_CM,Ligand,Receptor,COL6A3,ITGA9_ITGB1,1.7179844
22354,CCL18_Macrophages,vCM_3,Ligand,Receptor,ALCAM,NRP1,1.7179608
22355,Lymphatic_Endo,vCM_3,Ligand,Receptor,GNAI2,IGF1R,1.7179526
22358,Purkinje_fibers,LYVE_PLTP_Macrophages,Ligand,Receptor,VEGFB,NRP1,1.7178564
22359,Mast,LYVE_PLTP_Macrophages,Ligand,Receptor,C3,NRP1,1.7177948
22360,Fib_SCARA5,Arterial_Endo,Ligand,Receptor,VCAN,ITGB1,1.7177545
22361,healthy_CM,vCM_4,Ligand,Receptor,NID1,ITGB1,1.7177079
22362,healthy_CM,Capillary_Endo,Ligand,Receptor,ADAM10,TSPAN14,1.7175789
22363,perivascular_fibroblasts,Adipo,Ligand,Receptor,A2M,LRP1,1.7175705
22364,Adipo,vCM_4,Ligand,Receptor,VEGFA,ITGAV,1.7175665
22366,intermediate_CM,vCM_3,Ligand,Receptor,NID1,ITGAV,1.7174609
22368,vSMCs_1,Adipo,Ligand,Receptor,NTRK3,PTPRS,1.7173343
22369,Fib_0,Myofib,Ligand,Receptor,LAMC1,DAG1,1.7172233
22370,Purkinje_fibers,Pericyte_1,Ligand,Receptor,FGF2,NRP1,1.7171993
22373,healthy_CM,vSMCs_2,Ligand,Receptor,NTN1,UNC5C,1.7170753
22374,damaged_CM,vCM_3,Ligand,Receptor,NPPB,DPP4,1.7170594
22375,Mast,perivascular_fibroblasts,Ligand,Receptor,F13A1,ITGB1,1.7170343
22376,NK_T,Venous_Endo,Ligand,Receptor,SERPINF1,PLXDC2,1.716999
22378,vCM_4,Neuronal,Ligand,Receptor,ADAM10,CD44,1.7168818
22379,Endocardial_Endo,damaged_CM,Ligand,Receptor,TGM2,ITGB1,1.7168708
22380,CCL18_Macrophages,LYVE_PLTP_Macrophages,Ligand,Receptor,VEGFB,NRP1,1.716802
22381,Adipo,damaged_CM,Ligand,Receptor,FGF13,SCN5A,1.7167932
22382,Fib_0,Venous_Endo,Ligand,Receptor,LAMB1,ITGA1,1.7167729
22384,Lymphatic_Endo,Adipo,Ligand,Receptor,HSPG2,LRP1,1.7167072
22385,Lymphatic_Endo,Adipo,Ligand,Receptor,VWF,LRP1,1.7167069
22386,NK_T,vCM_3,Ligand,Receptor,CALM1,PDE1A,1.7165874
22387,healthy_CM,Myofib,Ligand,Receptor,COL4A2,ITGA1_ITGB1,1.7165512
22388,prolif,damaged_CM,Ligand,Receptor,CALM2,KCNQ1,1.7165203
22391,Adipo,SPP1_Macrophages,Ligand,Receptor,LAMC1,ITGA9_ITGB1,1.7163478
22392,vCM_4,Pericyte_2,Ligand,Receptor,FGF7,NRP1,1.7163371
22393,NK,NK_T,Ligand,Receptor,B2M,CD247,1.7163005
22394,Fib_3,Pericyte_1,Ligand,Receptor,LAMC1,ITGA1,1.7162179
22395,LYVE_PLTP_Macrophages,vCM_3,Ligand,Receptor,GNAI2,IGF1R,1.7161349
22396,Lymphatic_Endo,Arterial_Endo,Ligand,Receptor,SEMA3A,NRP1_PLXNA2,1.7161276
22397,Capillary_Endo,damaged_CM,Ligand,Receptor,ADAM15,ITGAV,1.7160301
22399,damaged_CM,prolif,Ligand,Receptor,VEGFB,NRP1,1.716019
22400,Purkinje_fibers,Venous_Endo,Ligand,Receptor,ALCAM,NRP1,1.7160012
22401,Pericyte_2,damaged_CM,Ligand,Receptor,FN1,ITGAV_ITGB1,1.7160002
22403,damaged_CM,SPP1_Macrophages,Ligand,Receptor,THBS1,LRP1,1.7159727
22405,damaged_CM,Venous_Endo,Ligand,Receptor,COL4A1,ITGA1_ITGB1,1.7158992
22406,damaged_CM,Venous_Endo,Ligand,Receptor,COL4A1,ITGA9_ITGB1,1.7158992
22408,vCM_4,healthy_CM,Ligand,Receptor,NGF,KIDINS220,1.7157019
22410,perivascular_fibroblasts,intermediate_CM,Ligand,Receptor,COL6A3,ITGA9_ITGB1,1.7155218
22413,Adipo,healthy_CM,Ligand,Receptor,BMP1,BMPR2,1.7153972
22414,prolif,vCM_3,Ligand,Receptor,CALM2,INSR,1.7153821
22415,Adipo,Fib_SCARA5,Ligand,Receptor,LAMC1,CD44,1.7152742
22416,healthy_CM,healthy_CM,Ligand,Receptor,COL4A2,ITGA2_ITGB1,1.7152473
22417,Venous_Endo,vCM_3,Ligand,Receptor,CALM2,PDE1A,1.7152388
22418,SPP1_Macrophages,damaged_CM,Ligand,Receptor,ADAM10,CADM1,1.7151657
22419,damaged_CM,vCM_4,Ligand,Receptor,NPPB,DPP4,1.7151082
22421,damaged_CM,Fib_0,Ligand,Receptor,CALM2,EGFR,1.7150483
22422,Purkinje_fibers,vSMCs_1,Ligand,Receptor,SLIT2,ROBO1,1.7149209
22423,vSMCs_2,healthy_CM,Ligand,Receptor,COL4A2,ITGA9_ITGB1,1.7147958
22424,Myofib,intermediate_CM,Ligand,Receptor,RGMA,BMPR2,1.7147404
22426,CCL18_Macrophages,vCM_3,Ligand,Receptor,GNAI2,IGF1R,1.7146578
22427,Fib_SCARA5,SPP1_Macrophages,Ligand,Receptor,VCAN,ITGB1,1.7146465
22428,Fib_0,Venous_Endo,Ligand,Receptor,C3,NRP1,1.7145628
22431,Purkinje_fibers,vCM_3,Ligand,Receptor,CALM1,PDE1A,1.7145457
22432,Fib_0,vCM_4,Ligand,Receptor,NID1,ITGB1,1.7144523
22433,CCL18_Macrophages,prolif,Ligand,Receptor,MAML2,NOTCH1,1.7144494
22434,intermediate_CM,prolif,Ligand,Receptor,COL4A2,CD93,1.7144294
22435,Fib_3,vCM_3,Ligand,Receptor,CALM2,PDE1A,1.7143593
22437,intermediate_CM,Fib_SCARA5,Ligand,Receptor,ADAM10,AXL,1.7143097
22440,vCM_4,Fib_SCARA5,Ligand,Receptor,NTN1,UNC5C,1.7141948
22443,intermediate_CM,healthy_CM,Ligand,Receptor,VEGFA,ITGB1,1.7141342
22444,intermediate_CM,Adipo,Ligand,Receptor,THBS1,LRP1,1.7140558
22445,intermediate_CM,damaged_CM,Ligand,Receptor,COL4A2,GP6,1.7139903
22446,Mast,damaged_CM,Ligand,Receptor,BMP6,BMPR1A_BMPR2,1.713959
22447,Adipo,vCM_3,Ligand,Receptor,CALM1,PDE1A,1.7138696
22448,Fib_0,CD8,Ligand,Receptor,VCAN,ITGA4,1.7138667
22450,intermediate_CM,damaged_CM,Ligand,Receptor,COL4A2,CD44,1.7137374
22453,Fib_3,perivascular_fibroblasts,Ligand,Receptor,SLIT2,ROBO1,1.7136208
22454,Fib_SCARA5,Fib_SCARA5,Ligand,Receptor,VCAN,CD44,1.7135729
22455,Fib_0,damaged_CM,Ligand,Receptor,ADAM9,ITGAV,1.7135634
22456,healthy_CM,prolif,Ligand,Receptor,LAMA4,ITGA6_ITGB1,1.7135626
22457,healthy_CM,Arterial_Endo,Ligand,Receptor,COL4A2,ITGB5,1.7135589
22459,healthy_CM,Adipo,Ligand,Receptor,LAMA4,ITGA6_ITGB1,1.7135247
22462,Arterial_Endo,prolif,Ligand,Receptor,VWF,ITGA9,1.7132412
22463,SPP1_Macrophages,Fib_0,Ligand,Receptor,MAML2,NOTCH2,1.7131966
22464,Myofib,Monocytes,Ligand,Receptor,LAMC1,CD44,1.7131679
22465,Endocardial_Endo,Fib_SCARA5,Ligand,Receptor,HSPG2,FGFR1,1.7131633
22468,Neuronal,prolif,Ligand,Receptor,FGF2,NRP1,1.7129074
22469,intermediate_CM,Adipo,Ligand,Receptor,HSP90B1,LRP1,1.712865
22470,Myofib,SPP1_Macrophages,Ligand,Receptor,SLIT2,APP,1.712839
22472,Monocytes,CCL18_Macrophages,Ligand,Receptor,F13A1,ITGA4,1.7126575
22473,prolif,vCM_3,Ligand,Receptor,FGF13,SCN5A,1.7126526
