,source,target,type_gene_A,type_gene_B,gene_A,gene_B,MeanLR
280412,vSMCs_2,vSMCs_1,Ligand,Receptor,PTN,ITGAV_ITGB3,0.16092323
280416,damaged_CM,perivascular_fibroblasts,Ligand,Receptor,OMG,TNFRSF1B,0.16091755
280419,Monocytes,Fib_3,Ligand,Receptor,HBEGF,CD44,0.16091196
280423,Capillary_Endo,damaged_CM,Ligand,Receptor,GSTP1,TRAF2,0.1609095
280428,Neuronal,CCL18_Macrophages,Ligand,Receptor,THBS2,ITGA4,0.16089061
280439,healthy_CM,Venous_Endo,Ligand,Receptor,COL7A1,ITGA2_ITGB1,0.1608677
280443,vCM_4,CD4,Ligand,Receptor,APOB,ITGB2,0.16086152
280462,Monocytes,Pericyte_2,Ligand,Receptor,YBX1,NOTCH1,0.16081274
280463,Fib_0,CD8,Ligand,Receptor,HLA-B,CD8B,0.16081254
280469,prolif,intermediate_CM,Ligand,Receptor,WNT2B,FZD3_LRP5,0.16079846
280470,prolif,intermediate_CM,Ligand,Receptor,WNT2B,FZD3_LRP6,0.16079846
280493,perivascular_fibroblasts,damaged_CM,Ligand,Receptor,PTN,PLXNB2,0.16075309
280514,healthy_CM,CCL18_Macrophages,Ligand,Receptor,ANGPTL1,LILRB2,0.16071276
280515,Neuronal,CCL18_Macrophages,Ligand,Receptor,HLA-A,LILRB2,0.16071218
280556,Purkinje_fibers,CD4,Ligand,Receptor,GRN,TNFRSF1B,0.16061024
280558,Fib_3,healthy_CM,Ligand,Receptor,TGFB2,ACVR1B_TGFBR2,0.16060738
280562,LYVE_FOLR_Macrophages,Monocytes,Ligand,Receptor,HLA-C,LILRB2,0.16059299
280563,LYVE_PLTP_Macrophages,intermediate_CM,Ligand,Receptor,NECTIN2,CD226,0.16059247
280579,Monocytes,Capillary_Endo,Ligand,Receptor,WNT2B,FZD6_LRP5,0.16055483
280580,Monocytes,Capillary_Endo,Ligand,Receptor,WNT2B,FZD6_LRP6,0.16055483
280582,Pericyte_1,SPP1_Macrophages,Ligand,Receptor,BGN,TLR1,0.16054925
280585,Adipo,perivascular_fibroblasts,Ligand,Receptor,LAMB3,CD151,0.1605385
280588,LYVE_PLTP_Macrophages,NK_T,Ligand,Receptor,ICAM1,ITGAX_ITGB2,0.16053173
280589,LYVE_PLTP_Macrophages,NK_T,Ligand,Receptor,ICAM1,ITGAM_ITGB2,0.16053173
280590,LYVE_PLTP_Macrophages,NK_T,Ligand,Receptor,ICAM1,ITGAL_ITGB2,0.16053173
280592,Endocardial_Endo,Fib_SCARA5,Ligand,Receptor,WNT2B,FZD4_LRP6,0.16052835
280594,vCM_4,healthy_CM,Ligand,Receptor,WNT5B,FZD3_LRP5,0.16052774
280595,vCM_4,healthy_CM,Ligand,Receptor,WNT5B,FZD3_LRP6,0.16052774
280600,vCM_4,intermediate_CM,Ligand,Receptor,GSTP1,TRAF2,0.16051823
280602,CD4,intermediate_CM,Ligand,Receptor,TNFSF10,TNFRSF10B,0.1605142
280612,LYVE_FOLR_Macrophages,Venous_Endo,Ligand,Receptor,WNT2B,FZD6_LRP5,0.16048539
280613,LYVE_FOLR_Macrophages,Venous_Endo,Ligand,Receptor,WNT2B,FZD6_LRP6,0.16048539
280630,Adipo,vSMCs_2,Ligand,Receptor,ADM,GPR20,0.16045499
280646,Fib_SCARA5,Pericyte_1,Ligand,Receptor,WNT5B,FZD4,0.1604257
280654,Lymphatic_Endo,CD8,Ligand,Receptor,HLA-C,CD8A,0.16039777
280666,damaged_CM,SPP1_Macrophages,Ligand,Receptor,JAM3,ITGAM_ITGB2,0.16036269
280675,LYVE_PLTP_Macrophages,LYVE_PLTP_Macrophages,Ligand,Receptor,YBX1,NOTCH1,0.16035105
280677,CD8,LYVE_PLTP_Macrophages,Ligand,Receptor,GNAI2,FPR1,0.160351
280679,Adipo,vCM_4,Ligand,Receptor,GSTP1,TRAF2,0.16035002
280683,Lymphatic_Endo,Fib_0,Ligand,Receptor,WNT2B,FZD4_LRP6,0.1603381
280684,NK,CD8,Ligand,Receptor,GNAI2,ADCY7,0.16033438
280702,Mast,vCM_4,Ligand,Receptor,GNAI2,ADCY1,0.16030183
280705,Mast,Fib_3,Ligand,Receptor,GNAI2,F2R,0.16029443
280707,vCM_3,healthy_CM,Ligand,Receptor,DSG2,DSC1,0.16029313
280732,Endocardial_Endo,intermediate_CM,Ligand,Receptor,WNT9B,FZD3_LRP6,0.16023809
280733,Endocardial_Endo,intermediate_CM,Ligand,Receptor,WNT9B,FZD3_LRP5,0.16023809
280741,perivascular_fibroblasts,Adipo,Ligand,Receptor,PTN,PLXNB2,0.16023095
280744,Endocardial_Endo,intermediate_CM,Ligand,Receptor,GSTP1,TRAF2,0.16022336
280746,Pericyte_1,prolif,Ligand,Receptor,COL1A1,CD93,0.16021521
280757,LYVE_FOLR_Macrophages,CCL18_Macrophages,Ligand,Receptor,HLA-B,LILRB2,0.16018218
280760,Monocytes,Monocytes,Ligand,Receptor,HBEGF,CD9,0.1601798
280770,Fib_0,SPP1_Macrophages,Ligand,Receptor,HLA-A,LILRB2,0.16015503
280780,Capillary_Endo,CD4,Ligand,Receptor,HLA-DRA,CD4,0.1601395
280790,Venous_Endo,SPP1_Macrophages,Ligand,Receptor,JAM3,ITGAM_ITGB2,0.16012073
280791,Capillary_Endo,Venous_Endo,Ligand,Receptor,LAMA5,ITGA2_ITGB1,0.16011536
280792,Arterial_Endo,prolif,Ligand,Receptor,JAG2,NOTCH1,0.16011202
280810,Capillary_Endo,vCM_4,Ligand,Receptor,CEACAM1,HAVCR2,0.16006815
280813,Neuronal,SPP1_Macrophages,Ligand,Receptor,JAM3,ITGAM_ITGB2,0.16006055
280814,Myofib,healthy_CM,Ligand,Receptor,TGFB3,ACVR1B_TGFBR2,0.16005984
280818,healthy_CM,intermediate_CM,Ligand,Receptor,LGI4,ADAM22,0.16003871
280828,Venous_Endo,Capillary_Endo,Ligand,Receptor,WNT9B,FZD4_LRP6,0.16002047
280830,vCM_4,Fib_SCARA5,Ligand,Receptor,TGFB1,ITGB8,0.16001359
280834,Fib_0,LYVE_PLTP_Macrophages,Ligand,Receptor,TNFSF13B,HLA-DPB1,0.1600061
280838,Endocardial_Endo,vSMCs_2,Ligand,Receptor,WNT2B,FZD4_LRP6,0.1599986
280846,damaged_CM,NK,Ligand,Receptor,JAM3,ITGAM_ITGB2,0.15995657
280849,CD8,Lymphatic_Endo,Ligand,Receptor,CD200R1,CD200,0.15995239
280850,Lymphatic_Endo,CD8,Ligand,Receptor,CD200,CD200R1,0.15995239
280852,damaged_CM,Monocytes,Ligand,Receptor,HLA-A,LILRB2,0.15995009
280854,intermediate_CM,Pericyte_2,Ligand,Receptor,TXLNA,STX3,0.15994312
280857,NK_T,Monocytes,Ligand,Receptor,ITGB2,CD226,0.15992872
280864,NK,LYVE_PLTP_Macrophages,Ligand,Receptor,ANXA1,FPR1,0.1599121
280869,Endocardial_Endo,damaged_CM,Ligand,Receptor,WNT9B,FZD6_LRP5,0.15990365
280870,Endocardial_Endo,damaged_CM,Ligand,Receptor,WNT9B,FZD6_LRP6,0.15990365
280875,healthy_CM,Venous_Endo,Ligand,Receptor,LGI4,ADAM22,0.15988284
280882,LYVE_FOLR_Macrophages,Monocytes,Ligand,Receptor,ICAM1,ITGAX_ITGB2,0.15986843
280883,LYVE_FOLR_Macrophages,Monocytes,Ligand,Receptor,ICAM1,ITGAM_ITGB2,0.15986843
280887,intermediate_CM,Capillary_Endo,Ligand,Receptor,COL1A1,CD93,0.159866
280888,Endocardial_Endo,Arterial_Endo,Ligand,Receptor,WNT2B,FZD4_LRP6,0.15986599
280890,vSMCs_2,Lymphatic_Endo,Ligand,Receptor,BGN,LY96,0.15985851
280892,Purkinje_fibers,intermediate_CM,Ligand,Receptor,PTN,ALK,0.15985754
280900,Neuronal,LYVE_PLTP_Macrophages,Ligand,Receptor,GNAI2,FPR1,0.1598447
280903,prolif,Venous_Endo,Ligand,Receptor,IRAK4,TLR4,0.1598422
280909,Venous_Endo,CCL18_Macrophages,Ligand,Receptor,CXCL12,ITGA4,0.15982905
280911,healthy_CM,CD8,Ligand,Receptor,HLA-F,CD8B,0.15982515
280913,Endocardial_Endo,Fib_3,Ligand,Receptor,LAMA5,ITGAV_ITGB8,0.15981877
280919,healthy_CM,healthy_CM,Ligand,Receptor,GSTP1,TRAF2,0.15979797
280930,Pericyte_1,damaged_CM,Ligand,Receptor,COL1A1,GP6,0.15977618
280931,perivascular_fibroblasts,CD4,Ligand,Receptor,TGFB1,CXCR4,0.15977268
280932,LYVE_PLTP_Macrophages,SPP1_Macrophages,Ligand,Receptor,HLA-A,LILRB2,0.15977126
280944,CCL18_Macrophages,prolif,Ligand,Receptor,CD14,ITGB2,0.15975514
280951,vSMCs_2,Purkinje_fibers,Ligand,Receptor,LAMA5,ITGA6_ITGB4,0.15973127
280957,CD8,LYVE_PLTP_Macrophages,Ligand,Receptor,TIGIT,NECTIN2,0.15971941
280958,LYVE_PLTP_Macrophages,CD8,Ligand,Receptor,NECTIN2,TIGIT,0.15971941
280960,Venous_Endo,NK,Ligand,Receptor,JAM3,ITGAM_ITGB2,0.15971461
280967,CCL18_Macrophages,SPP1_Macrophages,Ligand,Receptor,HLA-B,LILRB2,0.15969932
280968,SPP1_Macrophages,Venous_Endo,Ligand,Receptor,CD14,TLR4,0.1596953
280985,Neuronal,NK,Ligand,Receptor,JAM3,ITGAM_ITGB2,0.15965444
280992,vCM_4,damaged_CM,Ligand,Receptor,SFTPD,SIRPA,0.15963842
280997,Neuronal,CCL18_Macrophages,Ligand,Receptor,CXCL12,ITGA4,0.15962479
281006,vCM_4,Capillary_Endo,Ligand,Receptor,COL1A1,CD93,0.15958357
281011,CD8,Adipo,Ligand,Receptor,GNAI2,ADORA1,0.15957628
281026,LYVE_FOLR_Macrophages,Venous_Endo,Ligand,Receptor,IRAK4,TLR4,0.15956472
281033,intermediate_CM,Capillary_Endo,Ligand,Receptor,WNT2B,FZD6_LRP6,0.15954462
281034,intermediate_CM,Capillary_Endo,Ligand,Receptor,WNT2B,FZD6_LRP5,0.15954462
281038,vCM_4,Arterial_Endo,Ligand,Receptor,WNT5B,FZD6_LRP6,0.15953621
281039,NK,vCM_4,Ligand,Receptor,CCL5,ACKR4,0.1595354
281040,Fib_0,Venous_Endo,Ligand,Receptor,BGN,TLR4,0.1595313
281052,perivascular_fibroblasts,Fib_3,Ligand,Receptor,APOE,LDLR,0.15951113
281054,vSMCs_2,CD8,Ligand,Receptor,HLA-B,CD8A,0.15950882
281057,Endocardial_Endo,Purkinje_fibers,Ligand,Receptor,VCAM1,ITGA4_ITGB1,0.15949978
281063,Lymphatic_Endo,Endocardial_Endo,Ligand,Receptor,WNT2B,FZD4_LRP5,0.15949199
281064,Lymphatic_Endo,Endocardial_Endo,Ligand,Receptor,WNT2B,FZD4_LRP6,0.15949199
281071,CD4,NK,Ligand,Receptor,LGALS1,CD69,0.15946996
281076,damaged_CM,Lymphatic_Endo,Ligand,Receptor,TXLNA,STX3,0.15946129
281081,vCM_4,Lymphatic_Endo,Ligand,Receptor,SFTPD,SIRPA,0.15944979
281082,Fib_3,LYVE_PLTP_Macrophages,Ligand,Receptor,CXCL12,ITGA4,0.15944466
281084,Fib_SCARA5,intermediate_CM,Ligand,Receptor,WNT5B,FZD3_LRP6,0.15944417
281085,Fib_SCARA5,intermediate_CM,Ligand,Receptor,WNT5B,FZD3_LRP5,0.15944417
281099,Fib_0,healthy_CM,Ligand,Receptor,CP,SLC40A1,0.15941802
281111,Endocardial_Endo,vSMCs_1,Ligand,Receptor,FBLN2,ITGB3,0.15938905
281115,LYVE_FOLR_Macrophages,CD8,Ligand,Receptor,HLA-C,CD3G,0.15937534
281119,Capillary_Endo,Monocytes,Ligand,Receptor,HLA-F,LILRB2,0.15936258
281124,LYVE_FOLR_Macrophages,CD4,Ligand,Receptor,HLA-DMA,CD4,0.15935093
281127,perivascular_fibroblasts,LYVE_PLTP_Macrophages,Ligand,Receptor,TNFSF13B,HLA-DPB1,0.15934218
281133,healthy_CM,Capillary_Endo,Ligand,Receptor,TXLNA,STX3,0.15933536
281145,Purkinje_fibers,Adipo,Ligand,Receptor,L1CAM,CD9,0.159304
281158,prolif,Pericyte_2,Ligand,Receptor,GRN,TNFRSF1B,0.15928271
281161,perivascular_fibroblasts,perivascular_fibroblasts,Ligand,Receptor,APOE,LDLR,0.15927416
281163,Fib_SCARA5,intermediate_CM,Ligand,Receptor,ARPC5,ADRB2,0.15927124
281176,Monocytes,vCM_4,Ligand,Receptor,CCL2,ACKR4,0.15922105
281179,vCM_4,vCM_4,Ligand,Receptor,WNT9A,FZD3_LRP6,0.15921302
281180,vCM_4,vCM_4,Ligand,Receptor,WNT9A,FZD3_LRP5,0.15921302
281188,SPP1_Macrophages,CD8,Ligand,Receptor,HLA-C,CD8A,0.15918839
281189,Lymphatic_Endo,NK_T,Ligand,Receptor,FAM3C,ADGRG5,0.1591864
281190,vCM_4,Purkinje_fibers,Ligand,Receptor,OMG,NGFR,0.1591845
281193,SPP1_Macrophages,healthy_CM,Ligand,Receptor,ITGB2,CD226,0.15917759
281202,prolif,Monocytes,Ligand,Receptor,LRPAP1,SORL1,0.15916306
281218,Mast,CCL18_Macrophages,Ligand,Receptor,PLA2G2A,ITGA4,0.15912025
281222,Purkinje_fibers,Capillary_Endo,Ligand,Receptor,L1CAM,ITGA5_ITGB1,0.1591106
281223,Fib_SCARA5,damaged_CM,Ligand,Receptor,WNT5B,FZD6_LRP5,0.15910973
281224,Fib_SCARA5,damaged_CM,Ligand,Receptor,WNT5B,FZD6_LRP6,0.15910973
281234,damaged_CM,intermediate_CM,Ligand,Receptor,WNT2B,FZD3_LRP6,0.15907726
281235,damaged_CM,intermediate_CM,Ligand,Receptor,WNT2B,FZD3_LRP5,0.15907726
281240,Neuronal,Adipo,Ligand,Receptor,GNAI2,ADORA1,0.15906997
281241,Venous_Endo,Fib_SCARA5,Ligand,Receptor,LAMA5,ITGAV_ITGB8,0.15906897
281243,vCM_4,SPP1_Macrophages,Ligand,Receptor,CCN1,ITGB2,0.15905967
281245,Fib_SCARA5,Venous_Endo,Ligand,Receptor,CCN1,TLR4,0.15905392
281249,vSMCs_2,Arterial_Endo,Ligand,Receptor,LAMA5,BCAM,0.15904903
281250,damaged_CM,SPP1_Macrophages,Ligand,Receptor,ANGPTL2,LILRB3,0.15904805
281255,damaged_CM,Venous_Endo,Ligand,Receptor,LAMB2,ITGA2_ITGB1,0.1590417
281260,prolif,perivascular_fibroblasts,Ligand,Receptor,WNT2B,FZD4_LRP6,0.15903363
281272,vCM_4,damaged_CM,Ligand,Receptor,SEMA4D,PLXNB2,0.15901124
281281,Fib_0,healthy_CM,Ligand,Receptor,TXLNA,STX3,0.15897474
281289,NK_T,Monocytes,Ligand,Receptor,IRAK4,TLR4,0.15895188
281297,healthy_CM,vCM_3,Ligand,Receptor,CALR,SCARF1,0.15893838
281302,NK_T,CD4,Ligand,Receptor,IL16,CD4,0.1589152
281303,CCL18_Macrophages,Myofib,Ligand,Receptor,GRN,TNFRSF1A,0.15891191
281322,Venous_Endo,prolif,Ligand,Receptor,ICAM1,ITGAL_ITGB2,0.15885912
281323,Venous_Endo,prolif,Ligand,Receptor,ICAM1,ITGAM_ITGB2,0.15885912
281334,NK_T,NK,Ligand,Receptor,CD48,CD244,0.15882969
281348,vSMCs_2,Capillary_Endo,Ligand,Receptor,LAMA5,BCAM,0.15880124
281356,Fib_SCARA5,CCL18_Macrophages,Ligand,Receptor,CXCL12,ITGA4,0.15878737
281358,vSMCs_1,CD8,Ligand,Receptor,HLA-A,CD8A,0.15878396
281361,prolif,healthy_CM,Ligand,Receptor,KITLG,LRRN3,0.15877676
281364,NK,healthy_CM,Ligand,Receptor,ITGB2,CD226,0.15877149
281375,Mast,Fib_SCARA5,Ligand,Receptor,GNAI2,ADCY7,0.15875855
281376,perivascular_fibroblasts,CD8,Ligand,Receptor,CCN2,ITGB2,0.15875804
281381,damaged_CM,damaged_CM,Ligand,Receptor,WNT2B,FZD6_LRP5,0.15874282
281382,damaged_CM,damaged_CM,Ligand,Receptor,WNT2B,FZD6_LRP6,0.15874282
281385,healthy_CM,Monocytes,Ligand,Receptor,ANGPTL2,TLR4,0.15873775
281389,damaged_CM,CD8,Ligand,Receptor,HLA-A,CD3G,0.15873244
281390,Endocardial_Endo,Monocytes,Ligand,Receptor,ICAM2,ITGAM_ITGB2,0.1587309
281395,Fib_0,CCL18_Macrophages,Ligand,Receptor,ANGPTL2,LILRB3,0.15871781
281410,Venous_Endo,vCM_3,Ligand,Receptor,WNT9B,FZD6_LRP6,0.15868635
281411,Venous_Endo,vCM_3,Ligand,Receptor,WNT9B,FZD6_LRP5,0.15868635
281416,perivascular_fibroblasts,vCM_4,Ligand,Receptor,GSTP1,TRAF2,0.15867561
281417,damaged_CM,LYVE_FOLR_Macrophages,Ligand,Receptor,ANGPTL2,LILRB3,0.15867507
281425,vCM_4,NK,Ligand,Receptor,CCN1,ITGB2,0.15865357
281436,Fib_0,LYVE_PLTP_Macrophages,Ligand,Receptor,GNAI2,FPR1,0.15863527
281438,perivascular_fibroblasts,CCL18_Macrophages,Ligand,Receptor,CCN2,ITGB2,0.15863472
281442,vCM_4,CD8,Ligand,Receptor,HLA-A,CD8B,0.15862024
281443,Purkinje_fibers,Monocytes,Ligand,Receptor,L1CAM,ITGA5_ITGB1,0.15861899
281450,healthy_CM,healthy_CM,Ligand,Receptor,WNT2B,FZD3_LRP5,0.15860192
281451,healthy_CM,healthy_CM,Ligand,Receptor,WNT2B,FZD3_LRP6,0.15860192
281459,intermediate_CM,Pericyte_1,Ligand,Receptor,TXLNA,STX3,0.1585808
281465,Adipo,CD8,Ligand,Receptor,NECTIN2,TIGIT,0.15855369
281466,CD8,Adipo,Ligand,Receptor,TIGIT,NECTIN2,0.15855369
281474,Myofib,healthy_CM,Ligand,Receptor,COL6A6,ITGA2_ITGB1,0.15854251
281479,NK_T,intermediate_CM,Ligand,Receptor,TNFSF10,TNFRSF10B,0.15852371
281484,intermediate_CM,Monocytes,Ligand,Receptor,ANGPTL2,TLR4,0.15851508
281486,healthy_CM,Monocytes,Ligand,Receptor,HLA-A,LILRB2,0.15851034
281496,vCM_4,Adipo,Ligand,Receptor,SEMA4D,PLXNB2,0.15848911
281500,Endocardial_Endo,perivascular_fibroblasts,Ligand,Receptor,WNT9B,FZD4_LRP6,0.15847327
281502,perivascular_fibroblasts,LYVE_PLTP_Macrophages,Ligand,Receptor,APOE,LDLR,0.15846783
281503,Monocytes,Fib_0,Ligand,Receptor,WNT2B,FZD4_LRP6,0.15846756
281505,Purkinje_fibers,vCM_3,Ligand,Receptor,L1CAM,ITGA5_ITGB1,0.15846485
281514,intermediate_CM,Purkinje_fibers,Ligand,Receptor,DLL1,NOTCH3,0.15844923
281517,CCL18_Macrophages,Fib_SCARA5,Ligand,Receptor,GRN,TNFRSF1A,0.1584398
281518,perivascular_fibroblasts,prolif,Ligand,Receptor,PTN,PLXNB2,0.1584324
281520,Fib_0,CD8,Ligand,Receptor,HLA-C,CD8B,0.15842697
281543,CD4,Lymphatic_Endo,Ligand,Receptor,LTB,TNFRSF1A,0.15837961
281549,Fib_0,Lymphatic_Endo,Ligand,Receptor,BGN,LY96,0.15836722
281552,Myofib,Neuronal,Ligand,Receptor,JAG1,NOTCH1,0.1583617
281556,Fib_0,vSMCs_2,Ligand,Receptor,CP,SLC40A1,0.15834616
281566,Endocardial_Endo,prolif,Ligand,Receptor,TNFSF10,TNFRSF10D,0.1583215
281587,CCL18_Macrophages,Monocytes,Ligand,Receptor,HLA-A,LILRB2,0.15825146
281601,Fib_3,CD8,Ligand,Receptor,HLA-B,CD8B,0.15822619
281603,vCM_4,Venous_Endo,Ligand,Receptor,WNT2B,FZD4_LRP5,0.15822381
281604,vCM_4,Venous_Endo,Ligand,Receptor,WNT2B,FZD4_LRP6,0.15822381
281613,Mast,CD8,Ligand,Receptor,ICAM2,ITGAL_ITGB2,0.15820292
281614,Fib_0,Venous_Endo,Ligand,Receptor,VEGFB,FLT1_KDR,0.15820202
281617,LYVE_PLTP_Macrophages,LYVE_FOLR_Macrophages,Ligand,Receptor,C1QA,CD93,0.15819514
281618,vCM_3,Purkinje_fibers,Ligand,Receptor,BDNF,NGFR,0.15819491
281653,Adipo,prolif,Ligand,Receptor,F11R,ITGAL_ITGB2,0.15809378
281657,CCL18_Macrophages,Arterial_Endo,Ligand,Receptor,C1QA,CD93,0.15809035
281661,Mast,CCL18_Macrophages,Ligand,Receptor,ICAM2,ITGAM_ITGB2,0.1580796
281667,Mast,vCM_4,Ligand,Receptor,GNAI2,C5AR1,0.15806568
281677,Fib_SCARA5,Fib_3,Ligand,Receptor,GNAI2,ADCY1,0.15803525
281686,damaged_CM,Neuronal,Ligand,Receptor,NGF,NGFR,0.15802419
281687,Purkinje_fibers,Fib_0,Ligand,Receptor,CCN2,NTRK1,0.1580179
281688,vCM_3,intermediate_CM,Ligand,Receptor,ARPC5,ADRB2,0.15801787
281689,CD8,CCL18_Macrophages,Ligand,Receptor,GNAI2,FPR1,0.15801768
281690,vCM_4,SPP1_Macrophages,Ligand,Receptor,SFTPD,TLR4,0.15801755
281697,SPP1_Macrophages,damaged_CM,Ligand,Receptor,ITGB2,CD226,0.15800217
281701,vSMCs_1,NK_T,Ligand,Receptor,JAM3,ITGAM_ITGB2,0.15799753
281705,Endocardial_Endo,healthy_CM,Ligand,Receptor,SEMA4D,PLXNB1,0.15798914
281725,Pericyte_2,Myofib,Ligand,Receptor,RARRES2,CMKLR1,0.15794969
281730,healthy_CM,Endocardial_Endo,Ligand,Receptor,CALR,SCARF1,0.1579471
281732,Purkinje_fibers,SPP1_Macrophages,Ligand,Receptor,CCN2,ITGB2,0.15794632
281733,Fib_0,CCL18_Macrophages,Ligand,Receptor,HLA-A,LILRB2,0.15794478
281736,Myofib,Fib_3,Ligand,Receptor,GNAI2,ADCY1,0.15794164
281742,perivascular_fibroblasts,SPP1_Macrophages,Ligand,Receptor,PTN,PLXNB2,0.1579207
281767,Fib_0,Adipo,Ligand,Receptor,GNAI2,ADORA1,0.15786055
281770,Fib_SCARA5,Purkinje_fibers,Ligand,Receptor,ECM1,ITGB4,0.1578481
281773,Adipo,perivascular_fibroblasts,Ligand,Receptor,GNAI2,ADCY1,0.15783897
281781,Fib_SCARA5,NK_T,Ligand,Receptor,SPON2,ITGB2,0.15782192
281784,CCL18_Macrophages,Capillary_Endo,Ligand,Receptor,TNFSF13B,HLA-DPB1,0.15782061
281795,vCM_3,Venous_Endo,Ligand,Receptor,LAMA3,ITGA2_ITGB1,0.1577856
281803,Endocardial_Endo,Fib_SCARA5,Ligand,Receptor,LAMA5,ITGAV_ITGB8,0.15776518
281808,LYVE_PLTP_Macrophages,damaged_CM,Ligand,Receptor,GRN,TNFRSF1A,0.15775305
281809,vSMCs_1,damaged_CM,Ligand,Receptor,GSTP1,TRAF2,0.15775065
281810,NK,Endocardial_Endo,Ligand,Receptor,IRAK4,TLR4,0.1577504
281820,vCM_4,CD8,Ligand,Receptor,HLA-E,CD8B,0.15772578
281822,perivascular_fibroblasts,Fib_0,Ligand,Receptor,TGFB2,ACVR1B_TGFBR2,0.1577229
281824,vCM_4,Venous_Endo,Ligand,Receptor,WNT9A,FZD6_LRP6,0.15772046
281825,vCM_4,Venous_Endo,Ligand,Receptor,WNT9A,FZD6_LRP5,0.15772046
281826,Fib_SCARA5,healthy_CM,Ligand,Receptor,ARPC5,ADRB2,0.15771833
281834,Lymphatic_Endo,healthy_CM,Ligand,Receptor,TNFSF10,TNFRSF10B,0.15769221
281843,Fib_SCARA5,perivascular_fibroblasts,Ligand,Receptor,WNT5B,FZD4,0.15767935
281846,damaged_CM,LYVE_PLTP_Macrophages,Ligand,Receptor,VEGFD,ITGA4,0.15767519
281863,Myofib,vCM_4,Ligand,Receptor,ARF1,PLD2,0.1576215
281864,Monocytes,Endocardial_Endo,Ligand,Receptor,WNT2B,FZD4_LRP6,0.15762144
281865,Monocytes,Endocardial_Endo,Ligand,Receptor,WNT2B,FZD4_LRP5,0.15762144
281866,healthy_CM,Arterial_Endo,Ligand,Receptor,WNT2B,FZD6_LRP6,0.1576104
281874,NK,damaged_CM,Ligand,Receptor,ITGB2,CD226,0.15759605
281883,NK,CCL18_Macrophages,Ligand,Receptor,ANXA1,FPR1,0.15757878
281888,LYVE_PLTP_Macrophages,CCL18_Macrophages,Ligand,Receptor,HLA-A,LILRB2,0.157561
281893,Mast,Fib_SCARA5,Ligand,Receptor,GNAI2,ADCY1,0.15754473
281896,Fib_0,CD8,Ligand,Receptor,HLA-E,CD8A,0.15754163
281899,Purkinje_fibers,NK,Ligand,Receptor,CCN2,ITGB2,0.1575402
281901,Purkinje_fibers,SPP1_Macrophages,Ligand,Receptor,GRN,TNFRSF1A,0.15753926
281909,Neuronal,SPP1_Macrophages,Ligand,Receptor,CCN1,ITGB2,0.15752889
281913,Fib_SCARA5,healthy_CM,Ligand,Receptor,WNT2B,FZD3_LRP6,0.15751968
281914,Fib_SCARA5,healthy_CM,Ligand,Receptor,WNT2B,FZD3_LRP5,0.15751968
281916,vSMCs_1,CD8,Ligand,Receptor,HLA-C,CD8B,0.15751585
281920,Neuronal,CCL18_Macrophages,Ligand,Receptor,GNAI2,FPR1,0.15751138
281931,CCL18_Macrophages,CCL18_Macrophages,Ligand,Receptor,HLA-B,LILRB2,0.15748908
281933,vCM_4,prolif,Ligand,Receptor,ANGPTL1,LILRB3,0.15748718
281936,Purkinje_fibers,SPP1_Macrophages,Ligand,Receptor,L1CAM,ITGA5_ITGB1,0.15748379
281940,prolif,damaged_CM,Ligand,Receptor,TXLNA,STX3,0.15747544
281947,intermediate_CM,Fib_0,Ligand,Receptor,WNT2B,FZD4_LRP6,0.15745737
281979,Myofib,CD8,Ligand,Receptor,HLA-E,CD8B,0.15739006
281980,damaged_CM,prolif,Ligand,Receptor,SPON1,LRP8,0.15738742
281983,Venous_Endo,Monocytes,Ligand,Receptor,HLA-F,LILRB2,0.15738201
281986,vSMCs_2,Adipo,Ligand,Receptor,PGF,NRP2,0.15737738
281994,Fib_SCARA5,CD8,Ligand,Receptor,GNAI2,ADCY7,0.15734828
281997,intermediate_CM,Monocytes,Ligand,Receptor,HLA-A,LILRB2,0.15734401
282002,Pericyte_2,Fib_3,Ligand,Receptor,GNAI2,ADCY1,0.15733254
282004,Pericyte_1,Monocytes,Ligand,Receptor,HLA-C,LILRB2,0.15732953
282010,damaged_CM,perivascular_fibroblasts,Ligand,Receptor,WNT2B,FZD4_LRP6,0.15731244
282015,Fib_3,CCL18_Macrophages,Ligand,Receptor,BGN,TLR1,0.15729538
282019,healthy_CM,CD8,Ligand,Receptor,HLA-A,CD3G,0.1572927
282020,healthy_CM,Venous_Endo,Ligand,Receptor,CALR,SCARF1,0.15728441
282027,CD4,healthy_CM,Ligand,Receptor,TNFSF10,TNFRSF10B,0.15726355
282028,Fib_0,Endocardial_Endo,Ligand,Receptor,TGFB2,ACVR1B_TGFBR2,0.15726203
282032,Myofib,CD8,Ligand,Receptor,GNAI2,ADCY7,0.15725467
282039,vCM_4,Endocardial_Endo,Ligand,Receptor,IRAK4,TLR4,0.15721074
282047,intermediate_CM,Capillary_Endo,Ligand,Receptor,DNAJB11,PRTG,0.15718627
282051,damaged_CM,Pericyte_2,Ligand,Receptor,GNB3,GABBR2,0.15718108
282054,Fib_SCARA5,CD8,Ligand,Receptor,HLA-B,CD8A,0.15717648
282057,Adipo,Myofib,Ligand,Receptor,GNAI2,ADCY7,0.15716727
282060,Mast,LYVE_FOLR_Macrophages,Ligand,Receptor,C3,C3AR1,0.15716559
